id,bank,chapter,source_ref,type,difficulty,topic,question,options,correct_option,correct_answer,explanation,source_quote,fact_id,variant_group,validation_status,correction
DAN10-0033,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:12",fill_blank,hard,"primer día, príncipe de Persia, Miguel y últimos días","Según PDF p.22, Daniel 10:12, en el pasaje sobre primer día, príncipe de Persia, Miguel y últimos días, complete la formulación del PDF: «Entonces me dijo: “Daniel, no temas, porque desde el primer día que dispusiste tu corazón a entender y a _____ en la presencia de tu Dios, fueron oídas tus palabras»","[""buscándolo"", ""esfuérzate"", ""perdurable"", ""humillarte""]",3,humillarte,"El PDF emplea la expresión «humillarte» en este contexto: «corazón a entender y a humillarte en la presencia de tu Dios, fueron».","corazón a entender y a humillarte en la presencia de tu Dios, fueron",DAN10-V12-F02,DAN10-V12-F02-VARIANTS,verified,
DAN10-0034,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:13",multiple_choice,medium,"primer día, príncipe de Persia, Miguel y últimos días","Según PDF p.22, Daniel 10:13, en el pasaje sobre primer día, príncipe de Persia, Miguel y últimos días, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «pero Miguel, uno de los [DETALLE] príncipes, vino para ayudarme, y quedé allí»","[""pero Miguel, uno de los compañeros príncipes, vino para ayudarme, y quedé allí"", ""pero Miguel, uno de los principales príncipes, vino para ayudarme, y quedé allí"", ""pero Miguel, uno de los entendidos príncipes, vino para ayudarme, y quedé allí"", ""pero Miguel, uno de los habitantes príncipes, vino para ayudarme, y quedé allí""]",1,"pero Miguel, uno de los principales príncipes, vino para ayudarme, y quedé allí","La opción correcta conserva el detalle «principales» tal como aparece en la fuente: «pero Miguel, uno de los principales príncipes, vino para ayudarme, y quedé allí».","pero Miguel, uno de los principales príncipes, vino para ayudarme, y quedé allí",DAN10-V13-F04,DAN10-V13-F04-VARIANTS,verified,
DAN10-0035,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:14",true_false,medium,"primer día, príncipe de Persia, Miguel y últimos días","Según PDF p.22, Daniel 10:14, en el pasaje sobre primer día, príncipe de Persia, Miguel y últimos días, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «He venido para ⟦hacerte⟧ saber lo que ha de sucederle a tu pueblo en los últimos días, porque la visión es para esos días.”»","[""Verdadero"", ""Falso""]",0,Verdadero,La afirmación coincide con el PDF: «He venido para hacerte saber lo que ha de sucederle a».,He venido para hacerte saber lo que ha de sucederle a,DAN10-V14-F02,DAN10-V14-F02-VARIANTS,verified,
DAN10-0036,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:15",fill_blank,medium,"labios, dolores, fuerzas, paz y ánimo","Según PDF p.22, Daniel 10:15, en el pasaje sobre labios, dolores, fuerzas, paz y ánimo, complete la formulación del PDF: «Mientras me _____ estas palabras, yo tenía los ojos puestos en tierra y había enmudecido.»","[""decía"", ""había"", ""hacía"", ""salía""]",0,decía,"El PDF emplea la expresión «decía» en este contexto: «Mientras me decía estas palabras, yo tenía los ojos puestos».","Mientras me decía estas palabras, yo tenía los ojos puestos",DAN10-V15-F02,DAN10-V15-F02-VARIANTS,verified,
DAN10-0037,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:16",multiple_choice,medium,"labios, dolores, fuerzas, paz y ánimo","Según PDF p.22, Daniel 10:16, en el pasaje sobre labios, dolores, fuerzas, paz y ánimo, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «Pero uno con [DETALLE] de hijo de hombre tocó mis labios»","[""Pero uno con Aconteció de hijo de hombre tocó mis labios"", ""Pero uno con asoladora de hijo de hombre tocó mis labios"", ""Pero uno con semejanza de hijo de hombre tocó mis labios"", ""Pero uno con diferente de hijo de hombre tocó mis labios""]",2,Pero uno con semejanza de hijo de hombre tocó mis labios,La opción correcta conserva el detalle «semejanza» tal como aparece en la fuente: «Pero uno con semejanza de hijo de hombre tocó mis labios».,Pero uno con semejanza de hijo de hombre tocó mis labios,DAN10-V16-F02,DAN10-V16-F02-VARIANTS,verified,
DAN10-0038,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:17",true_false,medium,"labios, dolores, fuerzas, paz y ánimo","Según PDF p.22, Daniel 10:17, en el pasaje sobre labios, dolores, fuerzas, paz y ánimo, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «¿Cómo, pues, podrá el ⟦cuarto⟧ de mi señor hablar con mi señor?»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «siervo». La corrección exacta es: «¿Cómo, pues, podrá el siervo de mi señor hablar con mi señor?»","Cómo, pues, podrá el siervo de mi señor hablar con mi señor",DAN10-V17-F02,DAN10-V17-F02-VARIANTS,verified,"¿Cómo, pues, podrá el siervo de mi señor hablar con mi señor?"
DAN10-0039,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:18",fill_blank,medium,"labios, dolores, fuerzas, paz y ánimo","Según PDF p.22, Daniel 10:18, en el pasaje sobre labios, dolores, fuerzas, paz y ánimo, complete la formulación del PDF: «Aquel que tenía semejanza de hombre me tocó otra vez, me _____»","[""engrandeció"", ""fortaleció"", ""respondió"", ""preguntó""]",1,fortaleció,"El PDF emplea la expresión «fortaleció» en este contexto: «me tocó otra vez, me fortaleció».","me tocó otra vez, me fortaleció",DAN10-V18-F02,DAN10-V18-F02-VARIANTS,verified,
DAN10-0040,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:19",multiple_choice,hard,"labios, dolores, fuerzas, paz y ánimo","Según PDF p.22, Daniel 10:19, en el pasaje sobre labios, dolores, fuerzas, paz y ánimo, ¿Qué opción restituye con precisión la relación descrita? Marco: «mi señor, porque me has [DETALLE]»","[""mi señor, porque me has despertados"", ""mi señor, porque me has determinado"", ""mi señor, porque me has purificados"", ""mi señor, porque me has fortalecido""]",3,"mi señor, porque me has fortalecido","La opción correcta conserva el detalle «fortalecido» tal como aparece en la fuente: «mi señor, porque me has fortalecido».","mi señor, porque me has fortalecido",DAN10-V19-F07,DAN10-V19-F07-VARIANTS,verified,
DAN10-0041,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:20",true_false,hard,Grecia y libro de la verdad,"Según PDF p.22, Daniel 10:20, en el pasaje sobre Grecia y libro de la verdad, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Él me dijo: “¿Sabes por qué he ⟦pecado⟧ a ti?»","[""Verdadero"", ""Falso""]",1,Falso,La afirmación cambia «venido». La corrección exacta es: «Él me dijo: “¿Sabes por qué he venido a ti?»,dijo: “¿Sabes por qué he venido a ti,DAN10-V20-F02,DAN10-V20-F02-VARIANTS,verified,Él me dijo: “¿Sabes por qué he venido a ti?
DAN10-0042,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:21",fill_blank,hard,Grecia y libro de la verdad,"Según PDF p.22, Daniel 10:21, en el pasaje sobre Grecia y libro de la verdad, complete la formulación del PDF: «Pero yo te _____ lo que está escrito en el libro de la verdad: nadie me ayuda contra ellos, sino Miguel vuestro príncipe.”»","[""apoderará"", ""aumentará"", ""declararé"", ""cumplirán""]",2,declararé,El PDF emplea la expresión «declararé» en este contexto: «Pero yo te declararé lo que está escrito en el libro».,Pero yo te declararé lo que está escrito en el libro,DAN10-V21-F02,DAN10-V21-F02-VARIANTS,verified,
DAN10-0043,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:1",multiple_choice,medium,"tercer año de Ciro, conflicto y tres semanas","Según PDF p.22, Daniel 10:1, en el pasaje sobre tercer año de Ciro, conflicto y tres semanas, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «palabra era verdadera y el [DETALLE] grande, pero él comprendió la palabra y»","[""palabra era verdadera y el conflicto grande, pero él comprendió la palabra y"", ""palabra era verdadera y el desolador grande, pero él comprendió la palabra y"", ""palabra era verdadera y el estruendo grande, pero él comprendió la palabra y"", ""palabra era verdadera y el juramento grande, pero él comprendió la palabra y""]",0,"palabra era verdadera y el conflicto grande, pero él comprendió la palabra y","La opción correcta conserva el detalle «conflicto» tal como aparece en la fuente: «palabra era verdadera y el conflicto grande, pero él comprendió la palabra y».","palabra era verdadera y el conflicto grande, pero él comprendió la palabra y",DAN10-V1-F08,DAN10-V1-F08-VARIANTS,verified,
DAN10-0044,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:2",true_false,medium,"tercer año de Ciro, conflicto y tres semanas","Según PDF p.22, Daniel 10:2, en el pasaje sobre tercer año de Ciro, conflicto y tres semanas, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «En aquellos días yo, Daniel, estuve ⟦afligido⟧ por espacio de tres semanas.»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «aquellos días yo, Daniel, estuve afligido por espacio de tres semanas».","aquellos días yo, Daniel, estuve afligido por espacio de tres semanas",DAN10-V2-F03,DAN10-V2-F03-VARIANTS,verified,
DAN10-0045,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:3",fill_blank,hard,"tercer año de Ciro, conflicto y tres semanas","Según PDF p.22, Daniel 10:3, en el pasaje sobre tercer año de Ciro, conflicto y tres semanas, complete la formulación del PDF: «No comí _____ delicado, ni entró en mi boca carne ni vino, ni me ungí con perfume, hasta que se cumplieron las tres semanas.»","[""hablar"", ""llegar"", ""volver"", ""manjar""]",3,manjar,"El PDF emplea la expresión «manjar» en este contexto: «No comí manjar delicado, ni entró en mi boca carne».","No comí manjar delicado, ni entró en mi boca carne",DAN10-V3-F03,DAN10-V3-F03-VARIANTS,verified,
DAN10-0046,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:4",multiple_choice,hard,día y río Hidekel,"Según PDF p.22, Daniel 10:4, en el pasaje sobre día y río Hidekel, ¿Qué opción restituye con precisión la relación descrita? Marco: «día veinticuatro del primer mes [DETALLE] yo a la orilla del gran río»","[""día veinticuatro del primer mes bestia yo a la orilla del gran río"", ""día veinticuatro del primer mes estaba yo a la orilla del gran río"", ""día veinticuatro del primer mes habían yo a la orilla del gran río"", ""día veinticuatro del primer mes Miraba yo a la orilla del gran río""]",1,día veinticuatro del primer mes estaba yo a la orilla del gran río,La opción correcta conserva el detalle «estaba» tal como aparece en la fuente: «día veinticuatro del primer mes estaba yo a la orilla del gran río».,día veinticuatro del primer mes estaba yo a la orilla del gran río,DAN10-V4-F03,DAN10-V4-F03-VARIANTS,verified,
DAN10-0047,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:5",true_false,hard,"varón de lino, oro de Ufaz y descripción corporal","Según PDF p.22, Daniel 10:5, en el pasaje sobre varón de lino, oro de Ufaz y descripción corporal, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Alcé mis ojos y miré, y vi un varón ⟦dormido⟧ de lino y ceñida su cintura con oro de Ufaz.»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «vestido». La corrección exacta es: «Alcé mis ojos y miré, y vi un varón vestido de lino y ceñida su cintura con oro de Ufaz.»","miré, y vi un varón vestido de lino y ceñida su cintura con",DAN10-V5-F03,DAN10-V5-F03-VARIANTS,verified,"Alcé mis ojos y miré, y vi un varón vestido de lino y ceñida su cintura con oro de Ufaz."
DAN10-0048,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:6",fill_blank,hard,"varón de lino, oro de Ufaz y descripción corporal","Según PDF p.22, Daniel 10:6, en el pasaje sobre varón de lino, oro de Ufaz y descripción corporal, complete la formulación del PDF: «Su cuerpo era como de berilo, su rostro parecía un relámpago, sus ojos como antorchas de fuego, sus brazos y sus pies como de color de bronce bruñido, y el sonido de sus palabras como el _____ de una multitud.»","[""estruendo"", ""conflicto"", ""desolador"", ""juramento""]",0,estruendo,El PDF emplea la expresión «estruendo» en este contexto: «de sus palabras como el estruendo de una multitud».,de sus palabras como el estruendo de una multitud,DAN10-V6-F03,DAN10-V6-F03-VARIANTS,verified,
DAN10-0049,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:7",multiple_choice,medium,acompañantes y caída de Daniel,"Según PDF p.22, Daniel 10:7, en el pasaje sobre acompañantes y caída de Daniel, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «No la [DETALLE] los hombres que estaban conmigo, sino que»","[""No la cuarta los hombres que estaban conmigo, sino que"", ""No la nación los hombres que estaban conmigo, sino que"", ""No la vieron los hombres que estaban conmigo, sino que"", ""No la ribera los hombres que estaban conmigo, sino que""]",2,"No la vieron los hombres que estaban conmigo, sino que","La opción correcta conserva el detalle «vieron» tal como aparece en la fuente: «No la vieron los hombres que estaban conmigo, sino que».","No la vieron los hombres que estaban conmigo, sino que",DAN10-V7-F03,DAN10-V7-F03-VARIANTS,verified,
DAN10-0050,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:8",true_false,hard,acompañantes y caída de Daniel,"Según PDF p.22, Daniel 10:8, en el pasaje sobre acompañantes y caída de Daniel, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Quedé, pues, yo solo ante esta gran visión, pero no quedaron fuerzas en mí, antes bien, mis fuerzas se cambiaron en desfallecimiento, pues me ⟦abandonaron⟧ totalmente.»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «cambiaron en desfallecimiento, pues me abandonaron totalmente».","cambiaron en desfallecimiento, pues me abandonaron totalmente",DAN10-V8-F03,DAN10-V8-F03-VARIANTS,verified,
DAN10-0051,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:9",fill_blank,medium,acompañantes y caída de Daniel,"Según PDF p.22, Daniel 10:9, en el pasaje sobre acompañantes y caída de Daniel, complete la formulación del PDF: «y al oír el _____ de sus palabras caí sobre mi rostro en un profundo sueño, con mi rostro en tierra.»","[""cuarto"", ""sonido"", ""hombre"", ""primer""]",1,sonido,El PDF emplea la expresión «sonido» en este contexto: «y al oír el sonido de sus palabras caí sobre mi rostro».,y al oír el sonido de sus palabras caí sobre mi rostro,DAN10-V9-F03,DAN10-V9-F03-VARIANTS,verified,
DAN10-0052,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:10",multiple_choice,medium,"primer día, príncipe de Persia, Miguel y últimos días","Según PDF p.22, Daniel 10:10, en el pasaje sobre primer día, príncipe de Persia, Miguel y últimos días, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «mis rodillas y sobre las [DETALLE] de mis manos»","[""mis rodillas y sobre las costas de mis manos"", ""mis rodillas y sobre las tardes de mis manos"", ""mis rodillas y sobre las aguas de mis manos"", ""mis rodillas y sobre las palmas de mis manos""]",3,mis rodillas y sobre las palmas de mis manos,La opción correcta conserva el detalle «palmas» tal como aparece en la fuente: «mis rodillas y sobre las palmas de mis manos».,mis rodillas y sobre las palmas de mis manos,DAN10-V10-F03,DAN10-V10-F03-VARIANTS,verified,
DAN10-0053,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:11",true_false,hard,"primer día, príncipe de Persia, Miguel y últimos días","Según PDF p.22, Daniel 10:11, en el pasaje sobre primer día, príncipe de Persia, Miguel y últimos días, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Me dijo: “Daniel, ⟦viste⟧ muy amado, está atento a las palabras que he de decirte y ponte en pie, porque a ti he sido enviado ahora.»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «varón». La corrección exacta es: «Me dijo: “Daniel, varón muy amado, está atento a las palabras que he de decirte y ponte en pie, porque a ti he sido enviado ahora.»","Me dijo: “Daniel, varón muy amado, está atento a las palabras",DAN10-V11-F02,DAN10-V11-F02-VARIANTS,verified,"Me dijo: “Daniel, varón muy amado, está atento a las palabras que he de decirte y ponte en pie, porque a ti he sido enviado ahora."
DAN10-0054,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:12",fill_blank,hard,"primer día, príncipe de Persia, Miguel y últimos días","Según PDF p.22, Daniel 10:12, en el pasaje sobre primer día, príncipe de Persia, Miguel y últimos días, complete la formulación del PDF: «Entonces me dijo: “Daniel, no temas, porque desde el primer día que dispusiste tu corazón a entender y a humillarte en la _____ de tu Dios, fueron oídas tus palabras»","[""confesión"", ""confusión"", ""presencia"", ""eternidad""]",2,presencia,"El PDF emplea la expresión «presencia» en este contexto: «y a humillarte en la presencia de tu Dios, fueron oídas tus palabras».","y a humillarte en la presencia de tu Dios, fueron oídas tus palabras",DAN10-V12-F03,DAN10-V12-F03-VARIANTS,verified,
DAN10-0055,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:13",multiple_choice,medium,"primer día, príncipe de Persia, Miguel y últimos días","Según PDF p.22, Daniel 10:13, en el pasaje sobre primer día, príncipe de Persia, Miguel y últimos días, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «Miguel, uno de los principales [DETALLE], vino para ayudarme, y quedé allí con»","[""Miguel, uno de los principales príncipes, vino para ayudarme, y quedé allí con"", ""Miguel, uno de los principales antorchas, vino para ayudarme, y quedé allí con"", ""Miguel, uno de los principales convenios, vino para ayudarme, y quedé allí con"", ""Miguel, uno de los principales ejércitos, vino para ayudarme, y quedé allí con""]",0,"Miguel, uno de los principales príncipes, vino para ayudarme, y quedé allí con","La opción correcta conserva el detalle «príncipes» tal como aparece en la fuente: «Miguel, uno de los principales príncipes, vino para ayudarme, y quedé allí con».","Miguel, uno de los principales príncipes, vino para ayudarme, y quedé allí con",DAN10-V13-F05,DAN10-V13-F05-VARIANTS,verified,
DAN10-0056,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:14",true_false,hard,"primer día, príncipe de Persia, Miguel y últimos días","Según PDF p.22, Daniel 10:14, en el pasaje sobre primer día, príncipe de Persia, Miguel y últimos días, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «He venido para hacerte ⟦andar⟧ lo que ha de sucederle a tu pueblo en los últimos días, porque la visión es para esos días.”»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «saber». La corrección exacta es: «He venido para hacerte saber lo que ha de sucederle a tu pueblo en los últimos días, porque la visión es para esos días.”»",He venido para hacerte saber lo que ha de sucederle a tu,DAN10-V14-F03,DAN10-V14-F03-VARIANTS,verified,"He venido para hacerte saber lo que ha de sucederle a tu pueblo en los últimos días, porque la visión es para esos días.”"
DAN10-0057,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:15",fill_blank,easy,"labios, dolores, fuerzas, paz y ánimo","Según PDF p.22, Daniel 10:15, en el pasaje sobre labios, dolores, fuerzas, paz y ánimo, complete la formulación del PDF: «Mientras me decía estas _____, yo tenía los ojos puestos en tierra y había enmudecido.»","[""enemigas"", ""entonces"", ""nosotros"", ""palabras""]",3,palabras,"El PDF emplea la expresión «palabras» en este contexto: «Mientras me decía estas palabras, yo tenía los ojos puestos en tierra».","Mientras me decía estas palabras, yo tenía los ojos puestos en tierra",DAN10-V15-F03,DAN10-V15-F03-VARIANTS,verified,
DAN10-0058,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:16",multiple_choice,hard,"labios, dolores, fuerzas, paz y ánimo","Según PDF p.22, Daniel 10:16, en el pasaje sobre labios, dolores, fuerzas, paz y ánimo, ¿Qué opción restituye con precisión la relación descrita? Marco: «con la visión me han [DETALLE] dolores y no me quedan fuerzas»","[""con la visión me han despertados dolores y no me quedan fuerzas"", ""con la visión me han sobrevenido dolores y no me quedan fuerzas"", ""con la visión me han determinado dolores y no me quedan fuerzas"", ""con la visión me han fortalecido dolores y no me quedan fuerzas""]",1,con la visión me han sobrevenido dolores y no me quedan fuerzas,La opción correcta conserva el detalle «sobrevenido» tal como aparece en la fuente: «con la visión me han sobrevenido dolores y no me quedan fuerzas».,con la visión me han sobrevenido dolores y no me quedan fuerzas,DAN10-V16-F04,DAN10-V16-F04-VARIANTS,verified,
DAN10-0059,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:17",true_false,hard,"labios, dolores, fuerzas, paz y ánimo","Según PDF p.22, Daniel 10:17, en el pasaje sobre labios, dolores, fuerzas, paz y ánimo, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «¿Cómo, pues, podrá el siervo de mi señor ⟦llegar⟧ con mi señor?»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «hablar». La corrección exacta es: «¿Cómo, pues, podrá el siervo de mi señor hablar con mi señor?»",el siervo de mi señor hablar con mi señor,DAN10-V17-F03,DAN10-V17-F03-VARIANTS,verified,"¿Cómo, pues, podrá el siervo de mi señor hablar con mi señor?"
DAN10-0060,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:18",fill_blank,medium,"labios, dolores, fuerzas, paz y ánimo","Según PDF p.22, Daniel 10:18, en el pasaje sobre labios, dolores, fuerzas, paz y ánimo, complete la formulación del PDF: «Aquel que _____ semejanza de hombre me tocó otra vez, me fortaleció»","[""tenía"", ""decía"", ""había"", ""hacía""]",0,tenía,El PDF emplea la expresión «tenía» en este contexto: «Aquel que tenía semejanza de hombre me tocó otra vez».,Aquel que tenía semejanza de hombre me tocó otra vez,DAN10-V18-F03,DAN10-V18-F03-VARIANTS,verified,
DAN10-0061,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:19",multiple_choice,easy,"labios, dolores, fuerzas, paz y ánimo","Según PDF p.22, Daniel 10:19, en el pasaje sobre labios, dolores, fuerzas, paz y ánimo, ¿Qué expresión completa correctamente el detalle señalado? Marco: «[DETALLE] y cobra aliento»","[""buscándolo y cobra aliento"", ""humillarte y cobra aliento"", ""esfuérzate y cobra aliento"", ""perdurable y cobra aliento""]",2,esfuérzate y cobra aliento,La opción correcta conserva el detalle «esfuérzate» tal como aparece en la fuente: «esfuérzate y cobra aliento».,esfuérzate y cobra aliento,DAN10-V19-F04,DAN10-V19-F04-VARIANTS,verified,
DAN10-0062,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:20",true_false,medium,Grecia y libro de la verdad,"Según PDF p.22, Daniel 10:20, en el pasaje sobre Grecia y libro de la verdad, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Ahora tengo que ⟦volver⟧ para pelear contra el príncipe de Persia»","[""Verdadero"", ""Falso""]",0,Verdadero,La afirmación coincide con el PDF: «Ahora tengo que volver para pelear contra el príncipe de Persia».,Ahora tengo que volver para pelear contra el príncipe de Persia,DAN10-V20-F03,DAN10-V20-F03-VARIANTS,verified,
DAN10-0063,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:21",fill_blank,medium,Grecia y libro de la verdad,"Según PDF p.22, Daniel 10:21, en el pasaje sobre Grecia y libro de la verdad, complete la formulación del PDF: «Pero yo te declararé lo que está _____ en el libro de la verdad: nadie me ayuda contra ellos, sino Miguel vuestro príncipe.”»","[""conmigo"", ""escrito"", ""delante"", ""dominio""]",1,escrito,El PDF emplea la expresión «escrito» en este contexto: «te declararé lo que está escrito en el libro de la verdad: nadie».,te declararé lo que está escrito en el libro de la verdad: nadie,DAN10-V21-F03,DAN10-V21-F03-VARIANTS,verified,
DAN10-0064,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:1",multiple_choice,hard,"tercer año de Ciro, conflicto y tres semanas","Según PDF p.22, Daniel 10:1, en el pasaje sobre tercer año de Ciro, conflicto y tres semanas, ¿Qué opción restituye con precisión la relación descrita? Marco: «el conflicto grande, pero él [DETALLE] la palabra y tuvo inteligencia en la»","[""el conflicto grande, pero él respondió la palabra y tuvo inteligencia en la"", ""el conflicto grande, pero él estaba la palabra y tuvo inteligencia en la"", ""el conflicto grande, pero él era la palabra y tuvo inteligencia en la"", ""el conflicto grande, pero él comprendió la palabra y tuvo inteligencia en la""]",3,"el conflicto grande, pero él comprendió la palabra y tuvo inteligencia en la","La opción correcta conserva el detalle «comprendió» tal como aparece en la fuente: «el conflicto grande, pero él comprendió la palabra y tuvo inteligencia en la».","el conflicto grande, pero él comprendió la palabra y tuvo inteligencia en la",DAN10-V1-F09,DAN10-V1-F09-VARIANTS,verified,
DAN10-0065,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:2",true_false,medium,"tercer año de Ciro, conflicto y tres semanas","Según PDF p.22, Daniel 10:2, en el pasaje sobre tercer año de Ciro, conflicto y tres semanas, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «En aquellos días yo, Daniel, estuve afligido por ⟦conmigo⟧ de tres semanas.»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «espacio». La corrección exacta es: ««En aquellos días yo, Daniel, estuve afligido por espacio de tres semanas.»","yo, Daniel, estuve afligido por espacio de tres semanas",DAN10-V2-F04,DAN10-V2-F04-VARIANTS,verified,"«En aquellos días yo, Daniel, estuve afligido por espacio de tres semanas."
DAN10-0066,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:1",multiple_choice,easy,"tercer año de Ciro, conflicto y tres semanas","Según PDF p.22, Daniel 10:1, en el pasaje sobre tercer año de Ciro, conflicto y tres semanas, ¿Qué expresión completa correctamente el detalle señalado? Marco: «revelada palabra a Daniel, llamado [DETALLE]»","[""revelada palabra a Daniel, llamado Beltsasar"", ""revelada palabra a Daniel, llamado Abed-nego"", ""revelada palabra a Daniel, llamado Belsasar"", ""revelada palabra a Daniel, llamado Gabriel""]",0,"revelada palabra a Daniel, llamado Beltsasar","La opción correcta conserva el detalle «Beltsasar» tal como aparece en la fuente: «revelada palabra a Daniel, llamado Beltsasar».","revelada palabra a Daniel, llamado Beltsasar",DAN10-V1-F01,DAN10-V1-F01-VARIANTS,verified,
DAN10-0067,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:2",fill_blank,hard,"tercer año de Ciro, conflicto y tres semanas","Según PDF p.22, Daniel 10:2, en el pasaje sobre tercer año de Ciro, conflicto y tres semanas, complete la formulación del PDF: «En aquellos días yo, Daniel, estuve afligido por espacio de _____.»","[""diez cuernos"", ""setenta años"", ""tres semanas"", ""cuatro reinos""]",2,tres semanas,El PDF emplea la expresión «tres semanas» en este contexto: «estuve afligido por espacio de tres semanas».,estuve afligido por espacio de tres semanas,DAN10-V2-F01,DAN10-V2-F01-VARIANTS,verified,
DAN10-0068,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:3",true_false,expert,"tercer año de Ciro, conflicto y tres semanas","Según PDF p.22, Daniel 10:3, en el pasaje sobre tercer año de Ciro, conflicto y tres semanas, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «No comí manjar delicado, ni entró en mi boca carne ni vino, ni me ungí con perfume, hasta que se cumplieron las ⟦diez cuernos⟧.»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «tres semanas». La corrección exacta es: «No comí manjar delicado, ni entró en mi boca carne ni vino, ni me ungí con perfume, hasta que se cumplieron las tres semanas.»",hasta que se cumplieron las tres semanas,DAN10-V3-F01,DAN10-V3-F01-VARIANTS,verified,"No comí manjar delicado, ni entró en mi boca carne ni vino, ni me ungí con perfume, hasta que se cumplieron las tres semanas."
DAN10-0069,DANIEL7-12,DAN10,"PDF p.22, Daniel 10:4",fill_blank,medium,día y río Hidekel,"Según PDF p.22, Daniel 10:4, en el pasaje sobre día y río Hidekel, complete la formulación del PDF: «El día _____ del primer mes estaba yo a la orilla del gran río Hidekel.»","[""comprenderla"", ""despreciable"", ""resplandezca"", ""veinticuatro""]",3,veinticuatro,El PDF emplea la expresión «veinticuatro» en este contexto: «El día veinticuatro del primer mes estaba yo a la».,El día veinticuatro del primer mes estaba yo a la,DAN10-V4-F01,DAN10-V4-F01-VARIANTS,verified,
