id,bank,chapter,source_ref,type,difficulty,topic,question,options,correct_option,correct_answer,explanation,source_quote,fact_id,variant_group,validation_status,correction
PR42-0104,PR39-44,PR42,"PDF p.43, PR42, párrafo 1",multiple_choice,expert,"prosperidad, Babilonia y segundo sueño","Según PDF p.43, PR42, párrafo 1, en el pasaje sobre prosperidad, Babilonia y segundo sueño, ¿Cuál opción mantiene sin alterar el detalle y el orden de la fuente? Marco: «Su espíritu sintió la profunda [DETALLE] de esa visión y del pensamiento de»","[""Su espíritu sintió la profunda influencia de esa visión y del pensamiento de"", ""Su espíritu sintió la profunda abundancia de esa visión y del pensamiento de"", ""Su espíritu sintió la profunda constancia de esa visión y del pensamiento de"", ""Su espíritu sintió la profunda describían de esa visión y del pensamiento de""]",0,Su espíritu sintió la profunda influencia de esa visión y del pensamiento de,La opción correcta conserva el detalle «influencia» tal como aparece en la fuente: «Su espíritu sintió la profunda influencia de esa visión y del pensamiento de».,Su espíritu sintió la profunda influencia de esa visión y del pensamiento de,PR42-P043-F17,PR42-P043-F17-VARIANTS,verified,
PR42-0105,PR39-44,PR42,"PDF p.44, PR42, párrafo 1",fill_blank,hard,"árbol, vigilante, cepa y siete tiempos","Según PDF p.44, PR42, párrafo 1, en el pasaje sobre árbol, vigilante, cepa y siete tiempos, complete la formulación del PDF: «Una vez más, en esa nación idólatra, debía atestiguarse el hecho de que _____ los que aman y temen a Dios pueden comprender los misterios del reino de los cielos.»","[""claramente"", ""finalmente"", ""únicamente"", ""firmemente""]",2,únicamente,El PDF emplea la expresión «únicamente» en este contexto: «atestiguarse el hecho de que únicamente los que aman y temen a Dios».,atestiguarse el hecho de que únicamente los que aman y temen a Dios,PR42-P044-F14,PR42-P044-F14-VARIANTS,verified,
PR42-0106,PR39-44,PR42,"PDF p.45, PR42, párrafo 1",fill_blank,hard,"interpretación, arrepentimiento y demora del juicio","Según PDF p.45, PR42, párrafo 1, en el pasaje sobre interpretación, arrepentimiento y demora del juicio, complete la formulación del PDF: «Suplicó el profeta: “Por tanto, oh rey, aprueba mi consejo, y redime tus pecados con justicia, y tus iniquidades con _____ para con los pobres»","[""circunstancias"", ""predominaban"", ""representaba"", ""misericordias""]",3,misericordias,"El PDF emplea la expresión «misericordias» en este contexto: «justicia, y tus iniquidades con misericordias para con los pobres».","justicia, y tus iniquidades con misericordias para con los pobres",PR42-P045-F14,PR42-P045-F14-VARIANTS,verified,
PR42-0107,PR39-44,PR42,"PDF p.46, PR42, párrafo 2",true_false,easy,"humillación, restauración y grandeza","Según PDF p.46, PR42, párrafo 2, en el pasaje sobre humillación, restauración y grandeza, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «el gobernante tiránico e ⟦intolerante⟧, era un rey sabio y compasivo.»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «el gobernante tiránico e intolerante, era un rey sabio y compasivo».","el gobernante tiránico e intolerante, era un rey sabio y compasivo",PR42-P046-F23,PR42-P046-F23-VARIANTS,verified,
PR42-0108,PR39-44,PR42,"PDF p.43, PR42, párrafo 1",true_false,expert,"prosperidad, Babilonia y segundo sueño","Según PDF p.43, PR42, párrafo 1, en el pasaje sobre prosperidad, Babilonia y segundo sueño, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Su espíritu sintió la profunda influencia de esa visión y del ⟦mandamiento⟧ de que el Imperio Babilónico, por universal que fuera, iba a caer finalmente y otros reinos ejercerían el dominio, hasta que al fin todas las potencias terrenales cedieran su lugar a un reino establecido por el Dios del cielo para nunca ser destruido.»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «pensamiento». La corrección exacta es: «Su espíritu sintió la profunda influencia de esa visión y del pensamiento de que el Imperio Babilónico, por universal que fuera, iba a caer finalmente y otros reinos ejercerían el dominio, hasta que al fin todas las potencias terrenales cedieran su lugar a un reino establecido por el Dios del cielo para nunca ser destruido.»","de esa visión y del pensamiento de que el Imperio Babilónico, por universal",PR42-P043-F18,PR42-P043-F18-VARIANTS,verified,"Su espíritu sintió la profunda influencia de esa visión y del pensamiento de que el Imperio Babilónico, por universal que fuera, iba a caer finalmente y otros reinos ejercerían el dominio, hasta que al fin todas las potencias terrenales cedieran su lugar a un reino establecido por el Dios del cielo para nunca ser destruido."
PR42-0109,PR39-44,PR42,"PDF p.44, PR42, párrafo 1",multiple_choice,hard,"árbol, vigilante, cepa y siete tiempos","Según PDF p.44, PR42, párrafo 1, en el pasaje sobre árbol, vigilante, cepa y siete tiempos, ¿Qué opción restituye con precisión la relación descrita? Marco: «y temen a Dios pueden [DETALLE] los misterios del reino de los cielos»","[""y temen a Dios pueden contemplar los misterios del reino de los cielos"", ""y temen a Dios pueden comprender los misterios del reino de los cielos"", ""y temen a Dios pueden desagradar los misterios del reino de los cielos"", ""y temen a Dios pueden desempeñar los misterios del reino de los cielos""]",1,y temen a Dios pueden comprender los misterios del reino de los cielos,La opción correcta conserva el detalle «comprender» tal como aparece en la fuente: «y temen a Dios pueden comprender los misterios del reino de los cielos».,y temen a Dios pueden comprender los misterios del reino de los cielos,PR42-P044-F15,PR42-P044-F15-VARIANTS,verified,
PR42-0110,PR39-44,PR42,"PDF p.45, PR42, párrafo 1",multiple_choice,medium,"interpretación, arrepentimiento y demora del juicio","Según PDF p.45, PR42, párrafo 1, en el pasaje sobre interpretación, arrepentimiento y demora del juicio, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «tal vez será eso una [DETALLE] de tu tranquilidad»","[""tal vez será eso una amonestación de tu tranquilidad"", ""tal vez será eso una aproximación de tu tranquilidad"", ""tal vez será eso una prolongación de tu tranquilidad"", ""tal vez será eso una complacencia de tu tranquilidad""]",2,tal vez será eso una prolongación de tu tranquilidad,La opción correcta conserva el detalle «prolongación» tal como aparece en la fuente: «tal vez será eso una prolongación de tu tranquilidad».,tal vez será eso una prolongación de tu tranquilidad,PR42-P045-F24,PR42-P045-F24-VARIANTS,verified,
PR42-0111,PR39-44,PR42,"PDF p.46, PR42, párrafo 2",fill_blank,easy,"humillación, restauración y grandeza","Según PDF p.46, PR42, párrafo 2, en el pasaje sobre humillación, restauración y grandeza, complete la formulación del PDF: «el gobernante tiránico e intolerante, era un rey sabio y _____.»","[""compasivo"", ""abrumador"", ""aliviarla"", ""atestiguó""]",0,compasivo,El PDF emplea la expresión «compasivo» en este contexto: «era un rey sabio y compasivo».,era un rey sabio y compasivo,PR42-P046-F24,PR42-P046-F24-VARIANTS,verified,
PR42-0112,PR39-44,PR42,"PDF p.43, PR42, párrafo 1",fill_blank,expert,"prosperidad, Babilonia y segundo sueño","Según PDF p.43, PR42, párrafo 1, en el pasaje sobre prosperidad, Babilonia y segundo sueño, complete la formulación del PDF: «Su espíritu sintió la profunda influencia de esa visión y del pensamiento de que el Imperio _____, por universal que fuera, iba a caer finalmente y otros reinos ejercerían el dominio, hasta que al fin todas las potencias terrenales cedieran su lugar a un reino establecido por el Dios del cielo para nunca ser destruido.»","[""destruidor"", ""Babilónico"", ""espiritual"", ""extranjero""]",1,Babilónico,"El PDF emplea la expresión «Babilónico» en este contexto: «pensamiento de que el Imperio Babilónico, por universal que fuera, iba a caer».","pensamiento de que el Imperio Babilónico, por universal que fuera, iba a caer",PR42-P043-F19,PR42-P043-F19-VARIANTS,verified,
PR42-0113,PR39-44,PR42,"PDF p.44, PR42, párrafo 1",true_false,hard,"árbol, vigilante, cepa y siete tiempos","Según PDF p.44, PR42, párrafo 1, en el pasaje sobre árbol, vigilante, cepa y siete tiempos, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Una vez más, en esa nación idólatra, debía atestiguarse el hecho de que únicamente los que aman y temen a Dios pueden comprender los ⟦misterios⟧ del reino de los cielos.»","[""Verdadero"", ""Falso""]",0,Verdadero,La afirmación coincide con el PDF: «a Dios pueden comprender los misterios del reino de los cielos».,a Dios pueden comprender los misterios del reino de los cielos,PR42-P044-F16,PR42-P044-F16-VARIANTS,verified,
PR42-0114,PR39-44,PR42,"PDF p.45, PR42, párrafo 1",true_false,medium,"interpretación, arrepentimiento y demora del juicio","Según PDF p.45, PR42, párrafo 1, en el pasaje sobre interpretación, arrepentimiento y demora del juicio, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «que tal vez será eso una prolongación de tu ⟦amonestación⟧.”»","[""Verdadero"", ""Falso""]",1,Falso,La afirmación cambia «tranquilidad». La corrección exacta es: «que tal vez será eso una prolongación de tu tranquilidad.”»,eso una prolongación de tu tranquilidad,PR42-P045-F25,PR42-P045-F25-VARIANTS,verified,que tal vez será eso una prolongación de tu tranquilidad.”
PR42-0115,PR39-44,PR42,"PDF p.46, PR42, párrafo 2",multiple_choice,hard,"humillación, restauración y grandeza","Según PDF p.46, PR42, párrafo 2, en el pasaje sobre humillación, restauración y grandeza, ¿Qué opción restituye con precisión la relación descrita? Marco: «El que había [DETALLE] al Dios del cielo y blasfemado contra»","[""El que había acarreado al Dios del cielo y blasfemado contra"", ""El que había aprendido al Dios del cielo y blasfemado contra"", ""El que había atribuído al Dios del cielo y blasfemado contra"", ""El que había desafiado al Dios del cielo y blasfemado contra""]",3,El que había desafiado al Dios del cielo y blasfemado contra,La opción correcta conserva el detalle «desafiado» tal como aparece en la fuente: «El que había desafiado al Dios del cielo y blasfemado contra».,El que había desafiado al Dios del cielo y blasfemado contra,PR42-P046-F28,PR42-P046-F28-VARIANTS,verified,
PR42-0116,PR39-44,PR42,"PDF p.43, PR42, párrafo 1",multiple_choice,expert,"prosperidad, Babilonia y segundo sueño","Según PDF p.43, PR42, párrafo 1, en el pasaje sobre prosperidad, Babilonia y segundo sueño, ¿Cuál opción mantiene sin alterar el detalle y el orden de la fuente? Marco: «que el Imperio Babilónico, por [DETALLE] que fuera, iba a caer finalmente y»","[""que el Imperio Babilónico, por universal que fuera, iba a caer finalmente y"", ""que el Imperio Babilónico, por abrumador que fuera, iba a caer finalmente y"", ""que el Imperio Babilónico, por aliviarla que fuera, iba a caer finalmente y"", ""que el Imperio Babilónico, por atestiguó que fuera, iba a caer finalmente y""]",0,"que el Imperio Babilónico, por universal que fuera, iba a caer finalmente y","La opción correcta conserva el detalle «universal» tal como aparece en la fuente: «que el Imperio Babilónico, por universal que fuera, iba a caer finalmente y».","que el Imperio Babilónico, por universal que fuera, iba a caer finalmente y",PR42-P043-F20,PR42-P043-F20-VARIANTS,verified,
PR42-0117,PR39-44,PR42,"PDF p.44, PR42, párrafo 1",fill_blank,medium,"árbol, vigilante, cepa y siete tiempos","Según PDF p.44, PR42, párrafo 1, en el pasaje sobre árbol, vigilante, cepa y siete tiempos, complete la formulación del PDF: «En su _____, el rey mandó llamar a su siervo Daniel, hombre estimado por su integridad, constancia y sabiduría sin rival.»","[""convocación"", ""destrucción"", ""perplejidad"", ""disposición""]",2,perplejidad,"El PDF emplea la expresión «perplejidad» en este contexto: «En su perplejidad, el rey mandó llamar a su siervo».","En su perplejidad, el rey mandó llamar a su siervo",PR42-P044-F24,PR42-P044-F24-VARIANTS,verified,
PR42-0118,PR39-44,PR42,"PDF p.45, PR42, párrafo 2",fill_blank,medium,"interpretación, arrepentimiento y demora del juicio","Según PDF p.45, PR42, párrafo 2, en el pasaje sobre interpretación, arrepentimiento y demora del juicio, complete la formulación del PDF: «Por un tiempo la _____ que habían hecho la amonestación y el consejo del profeta fué profunda en el ánimo de Nabucodonosor»","[""adoración"", ""adorareis"", ""autoridad"", ""impresión""]",3,impresión,El PDF emplea la expresión «impresión» en este contexto: «Por un tiempo la impresión que habían hecho la amonestación y el».,Por un tiempo la impresión que habían hecho la amonestación y el,PR42-P045-F26,PR42-P045-F26-VARIANTS,verified,
PR42-0119,PR39-44,PR42,"PDF p.46, PR42, párrafo 2",true_false,expert,"humillación, restauración y grandeza","Según PDF p.46, PR42, párrafo 2, en el pasaje sobre humillación, restauración y grandeza, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «El que había desafiado al Dios del cielo y ⟦arrostrado⟧ contra él, reconocía ahora el poder del Altísimo, y procuraba fervorosamente promover el temor de Jehová y la felicidad de sus súbditos.»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «blasfemado». La corrección exacta es: «El que había desafiado al Dios del cielo y blasfemado contra él, reconocía ahora el poder del Altísimo, y procuraba fervorosamente promover el temor de Jehová y la felicidad de sus súbditos.»","al Dios del cielo y blasfemado contra él, reconocía ahora el poder del",PR42-P046-F29,PR42-P046-F29-VARIANTS,verified,"El que había desafiado al Dios del cielo y blasfemado contra él, reconocía ahora el poder del Altísimo, y procuraba fervorosamente promover el temor de Jehová y la felicidad de sus súbditos."
PR42-0120,PR39-44,PR42,"PDF p.43, PR42, párrafo 1",true_false,expert,"prosperidad, Babilonia y segundo sueño","Según PDF p.43, PR42, párrafo 1, en el pasaje sobre prosperidad, Babilonia y segundo sueño, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Su espíritu sintió la profunda influencia de esa visión y del pensamiento de que el Imperio Babilónico, por universal que fuera, iba a caer ⟦finalmente⟧ y otros reinos ejercerían el dominio, hasta que al fin todas las potencias terrenales cedieran su lugar a un reino establecido por el Dios del cielo para nunca ser destruido.»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «que fuera, iba a caer finalmente y otros reinos ejercerían el dominio, hasta».","que fuera, iba a caer finalmente y otros reinos ejercerían el dominio, hasta",PR42-P043-F21,PR42-P043-F21-VARIANTS,verified,
PR43-0001,PR39-44,PR43,"PDF p.47, PR43, párrafo 3",multiple_choice,expert,"Belsasar, Babilonia sitiada y banquete","Según PDF p.47, PR43, párrafo 3, en el pasaje sobre Belsasar, Babilonia sitiada y banquete, ¿Cuál opción mantiene sin alterar el detalle y el orden de la fuente? Marco: «sus macizas murallas y sus [DETALLE], protegida por el río Eufrates, y abastecida»","[""sus macizas murallas y sus acontecimientos, protegida por el río Eufrates, y abastecida"", ""sus macizas murallas y sus puertas de bronce, protegida por el río Eufrates, y abastecida"", ""sus macizas murallas y sus contempladores, protegida por el río Eufrates, y abastecida"", ""sus macizas murallas y sus requerimientos, protegida por el río Eufrates, y abastecida""]",1,"sus macizas murallas y sus puertas de bronce, protegida por el río Eufrates, y abastecida","La opción correcta conserva el detalle «puertas de bronce» tal como aparece en la fuente: «sus macizas murallas y sus puertas de bronce, protegida por el río Eufrates, y abastecida».","sus macizas murallas y sus puertas de bronce, protegida por el río Eufrates, y abastecida",PR43-P047-F114,PR43-P047-F114-VARIANTS,verified,
PR43-0002,PR39-44,PR43,"PDF p.48, PR43, párrafo 2",fill_blank,expert,"Vigía invisible, escritura y reina madre","Según PDF p.48, PR43, párrafo 2, en el pasaje sobre Vigía invisible, escritura y reina madre, complete la formulación del PDF: «En presencia del _____, representante de Aquel cuyo poder había sido desafiado y cuyo nombre había sido blasfemado, el rey se quedó paralizado de miedo.»","[""Vigía invisible"", ""verdadero éxito"", ""Dios viviente"", ""reino eterno""]",0,Vigía invisible,"El PDF emplea la expresión «Vigía invisible» en este contexto: «En presencia del Vigía invisible, representante de Aquel cuyo poder había sido».","En presencia del Vigía invisible, representante de Aquel cuyo poder había sido",PR43-P048-F56,PR43-P048-F56-VARIANTS,verified,
PR43-0003,PR39-44,PR43,"PDF p.49, PR43, párrafo 3",multiple_choice,easy,"Daniel, reprensión y sentencia","Según PDF p.49, PR43, párrafo 3, en el pasaje sobre Daniel, reprensión y sentencia, ¿Qué expresión completa correctamente el detalle señalado? Marco: «no era visible, pero aquellas [DETALLE] palabras seguían resplandeciendo con terrible claridad»","[""no era visible, pero aquellas sesenta palabras seguían resplandeciendo con terrible claridad"", ""no era visible, pero aquellas siete palabras seguían resplandeciendo con terrible claridad"", ""no era visible, pero aquellas cuatro palabras seguían resplandeciendo con terrible claridad"", ""no era visible, pero aquellas treinta palabras seguían resplandeciendo con terrible claridad""]",2,"no era visible, pero aquellas cuatro palabras seguían resplandeciendo con terrible claridad","La opción correcta conserva el detalle «cuatro» tal como aparece en la fuente: «no era visible, pero aquellas cuatro palabras seguían resplandeciendo con terrible claridad».","no era visible, pero aquellas cuatro palabras seguían resplandeciendo con terrible claridad",PR43-P049-F109,PR43-P049-F109-VARIANTS,verified,
PR43-0004,PR39-44,PR43,"PDF p.47, PR43, párrafo 3",fill_blank,expert,"Belsasar, Babilonia sitiada y banquete","Según PDF p.47, PR43, párrafo 3, en el pasaje sobre Belsasar, Babilonia sitiada y banquete, complete la formulación del PDF: «Pero dentro de la fortaleza al parecer inexpugnable, con sus macizas murallas y sus puertas de bronce, protegida por el _____, y abastecida con abundantes provisiones, el voluptuoso monarca se sentía seguro y dedicaba su tiempo a la alegría y las orgías.»","[""reino eterno"", ""río Eufrates"", ""Dios viviente"", ""arco iris""]",1,río Eufrates,"El PDF emplea la expresión «río Eufrates» en este contexto: «de bronce, protegida por el río Eufrates, y abastecida con abundantes provisiones, el voluptuoso».","de bronce, protegida por el río Eufrates, y abastecida con abundantes provisiones, el voluptuoso",PR43-P047-F115,PR43-P047-F115-VARIANTS,verified,
PR43-0005,PR39-44,PR43,"PDF p.48, PR43, párrafo 1",multiple_choice,hard,"Vigía invisible, escritura y reina madre","Según PDF p.48, PR43, párrafo 1, en el pasaje sobre Vigía invisible, escritura y reina madre, ¿Qué opción restituye con precisión la relación descrita? Marco: «mientras que hombres y mujeres, [DETALLE] por un terror sin nombre, miraban cómo»","[""mientras que hombres y mujeres, acarreado por un terror sin nombre, miraban cómo"", ""mientras que hombres y mujeres, aprendido por un terror sin nombre, miraban cómo"", ""mientras que hombres y mujeres, atribuído por un terror sin nombre, miraban cómo"", ""mientras que hombres y mujeres, dominados por un terror sin nombre, miraban cómo""]",3,"mientras que hombres y mujeres, dominados por un terror sin nombre, miraban cómo","La opción correcta conserva el detalle «dominados» tal como aparece en la fuente: «mientras que hombres y mujeres, dominados por un terror sin nombre, miraban cómo».","mientras que hombres y mujeres, dominados por un terror sin nombre, miraban cómo",PR43-P048-F01,PR43-P048-F01-VARIANTS,verified,
PR43-0006,PR39-44,PR43,"PDF p.49, PR43, párrafo 1",fill_blank,medium,"Daniel, reprensión y sentencia","Según PDF p.49, PR43, párrafo 1, en el pasaje sobre Daniel, reprensión y sentencia, complete la formulación del PDF: «El profeta recordó primero a Belsasar asuntos que le eran _____, pero que no le habían enseñado la lección de humildad que podría haberle salvado.»","[""adoradores"", ""astrólogos"", ""familiares"", ""cristianas""]",2,familiares,"El PDF emplea la expresión «familiares» en este contexto: «Belsasar asuntos que le eran familiares, pero que no le habían enseñado la».","Belsasar asuntos que le eran familiares, pero que no le habían enseñado la",PR43-P049-F01,PR43-P049-F01-VARIANTS,verified,
PR43-0007,PR39-44,PR43,"PDF p.47, PR43, párrafo 1",multiple_choice,medium,"Belsasar, Babilonia sitiada y banquete","Según PDF p.47, PR43, párrafo 1, en el pasaje sobre Belsasar, Babilonia sitiada y banquete, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «a la cual, más de [DETALLE] años antes, él y sus compañeros hebreos»","[""a la cual, más de sesenta años antes, él y sus compañeros hebreos"", ""a la cual, más de treinta años antes, él y sus compañeros hebreos"", ""a la cual, más de cuatro años antes, él y sus compañeros hebreos"", ""a la cual, más de siete años antes, él y sus compañeros hebreos""]",0,"a la cual, más de sesenta años antes, él y sus compañeros hebreos","La opción correcta conserva el detalle «sesenta» tal como aparece en la fuente: «a la cual, más de sesenta años antes, él y sus compañeros hebreos».","a la cual, más de sesenta años antes, él y sus compañeros hebreos",PR43-P047-F01,PR43-P047-F01-VARIANTS,verified,
PR43-0008,PR39-44,PR43,"PDF p.48, PR43, párrafo 1",fill_blank,medium,"Vigía invisible, escritura y reina madre","Según PDF p.48, PR43, párrafo 1, en el pasaje sobre Vigía invisible, escritura y reina madre, complete la formulación del PDF: «Acallada quedó la ruidosa alegría, mientras que hombres y mujeres, dominados por un terror sin nombre, miraban cómo la mano trazaba _____ los caracteres misteriosos.»","[""claramente"", ""finalmente"", ""firmemente"", ""lentamente""]",3,lentamente,El PDF emplea la expresión «lentamente» en este contexto: «miraban cómo la mano trazaba lentamente los caracteres misteriosos».,miraban cómo la mano trazaba lentamente los caracteres misteriosos,PR43-P048-F02,PR43-P048-F02-VARIANTS,verified,
PR43-0009,PR39-44,PR43,"PDF p.49, PR43, párrafo 1",multiple_choice,medium,"Daniel, reprensión y sentencia","Según PDF p.49, PR43, párrafo 1, en el pasaje sobre Daniel, reprensión y sentencia, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «Habló del pecado de [DETALLE], de su caída y de como el»","[""Habló del pecado de Abed-nego, de su caída y de como el"", ""Habló del pecado de Nabucodonosor, de su caída y de como el"", ""Habló del pecado de Beltsasar, de su caída y de como el"", ""Habló del pecado de Belsasar, de su caída y de como el""]",1,"Habló del pecado de Nabucodonosor, de su caída y de como el","La opción correcta conserva el detalle «Nabucodonosor» tal como aparece en la fuente: «Habló del pecado de Nabucodonosor, de su caída y de como el».","Habló del pecado de Nabucodonosor, de su caída y de como el",PR43-P049-F13,PR43-P049-F13-VARIANTS,verified,
PR43-0010,PR39-44,PR43,"PDF p.47, PR43, párrafo 1",true_false,hard,"Belsasar, Babilonia sitiada y banquete","Según PDF p.47, PR43, párrafo 1, en el pasaje sobre Belsasar, Babilonia sitiada y banquete, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Hacia el fin de la vida de Daniel, se estaban ⟦produciendo⟧ grandes cambios en la tierra a la cual, más de sesenta años antes, él y sus compañeros hebreos habían sido llevados cautivos.»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «vida de Daniel, se estaban produciendo grandes cambios en la tierra a la».","vida de Daniel, se estaban produciendo grandes cambios en la tierra a la",PR43-P047-F02,PR43-P047-F02-VARIANTS,verified,
PR43-0011,PR39-44,PR43,"PDF p.48, PR43, párrafo 1",fill_blank,medium,"Vigía invisible, escritura y reina madre","Según PDF p.48, PR43, párrafo 1, en el pasaje sobre Vigía invisible, escritura y reina madre, complete la formulación del PDF: «Acallada quedó la ruidosa alegría, mientras que hombres y mujeres, dominados por un terror sin nombre, miraban cómo la mano trazaba lentamente los _____ misteriosos.»","[""caracteres"", ""asombrados"", ""babilonios"", ""compañeros""]",0,caracteres,El PDF emplea la expresión «caracteres» en este contexto: «la mano trazaba lentamente los caracteres misteriosos».,la mano trazaba lentamente los caracteres misteriosos,PR43-P048-F03,PR43-P048-F03-VARIANTS,verified,
PR43-0012,PR39-44,PR43,"PDF p.49, PR43, párrafo 1",multiple_choice,expert,"Daniel, reprensión y sentencia","Según PDF p.49, PR43, párrafo 1, en el pasaje sobre Daniel, reprensión y sentencia, ¿Cuál opción mantiene sin alterar el detalle y el orden de la fuente? Marco: «gloria que se le habían [DETALLE], así como del castigo divino que mereció»","[""gloria que se le habían acarreado, así como del castigo divino que mereció"", ""gloria que se le habían aprendido, así como del castigo divino que mereció"", ""gloria que se le habían concedido, así como del castigo divino que mereció"", ""gloria que se le habían atribuído, así como del castigo divino que mereció""]",2,"gloria que se le habían concedido, así como del castigo divino que mereció","La opción correcta conserva el detalle «concedido» tal como aparece en la fuente: «gloria que se le habían concedido, así como del castigo divino que mereció».","gloria que se le habían concedido, así como del castigo divino que mereció",PR43-P049-F14,PR43-P049-F14-VARIANTS,verified,
PR43-0013,PR39-44,PR43,"PDF p.47, PR43, párrafo 1",true_false,hard,"Belsasar, Babilonia sitiada y banquete","Según PDF p.47, PR43, párrafo 1, en el pasaje sobre Belsasar, Babilonia sitiada y banquete, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Hacia el fin de la vida de Daniel, se estaban produciendo grandes cambios en la tierra a la cual, más de sesenta años antes, él y sus ⟦compañeros⟧ hebreos habían sido llevados cautivos.»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «años antes, él y sus compañeros hebreos habían sido llevados cautivos».","años antes, él y sus compañeros hebreos habían sido llevados cautivos",PR43-P047-F03,PR43-P047-F03-VARIANTS,verified,
PR43-0014,PR39-44,PR43,"PDF p.48, PR43, párrafo 1",fill_blank,medium,"Vigía invisible, escritura y reina madre","Según PDF p.48, PR43, párrafo 1, en el pasaje sobre Vigía invisible, escritura y reina madre, complete la formulación del PDF: «Acallada quedó la ruidosa alegría, mientras que hombres y mujeres, dominados por un terror sin nombre, miraban cómo la mano trazaba lentamente los caracteres _____.»","[""adivinanzas"", ""misteriosos"", ""babilónicos"", ""bendecirlos""]",1,misteriosos,El PDF emplea la expresión «misteriosos» en este contexto: «mano trazaba lentamente los caracteres misteriosos».,mano trazaba lentamente los caracteres misteriosos,PR43-P048-F04,PR43-P048-F04-VARIANTS,verified,
PR43-0015,PR39-44,PR43,"PDF p.49, PR43, párrafo 1",multiple_choice,expert,"Daniel, reprensión y sentencia","Según PDF p.49, PR43, párrafo 1, en el pasaje sobre Daniel, reprensión y sentencia, ¿Cuál opción mantiene sin alterar el detalle y el orden de la fuente? Marco: «mereció su orgullo y del [DETALLE] reconocimiento que había expresado acerca del poder»","[""mereció su orgullo y del conocimiento reconocimiento que había expresado acerca del poder"", ""mereció su orgullo y del cumplimiento reconocimiento que había expresado acerca del poder"", ""mereció su orgullo y del mandamiento reconocimiento que había expresado acerca del poder"", ""mereció su orgullo y del subsiguiente reconocimiento que había expresado acerca del poder""]",3,mereció su orgullo y del subsiguiente reconocimiento que había expresado acerca del poder,La opción correcta conserva el detalle «subsiguiente» tal como aparece en la fuente: «mereció su orgullo y del subsiguiente reconocimiento que había expresado acerca del poder».,mereció su orgullo y del subsiguiente reconocimiento que había expresado acerca del poder,PR43-P049-F15,PR43-P049-F15-VARIANTS,verified,
PR43-0016,PR39-44,PR43,"PDF p.47, PR43, párrafo 1",true_false,easy,"Belsasar, Babilonia sitiada y banquete","Según PDF p.47, PR43, párrafo 1, en el pasaje sobre Belsasar, Babilonia sitiada y banquete, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Nabucodonosor había muerto, y ⟦Babilonia⟧, antes “alabada por toda la tierra,” había pasado a ser gobernada por sus sucesores imprudentes»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «Nabucodonosor había muerto, y Babilonia, antes “alabada por toda la tierra,” había».","Nabucodonosor había muerto, y Babilonia, antes “alabada por toda la tierra,” había",PR43-P047-F13,PR43-P047-F13-VARIANTS,verified,
PR43-0017,PR39-44,PR43,"PDF p.48, PR43, párrafo 1",fill_blank,easy,"Vigía invisible, escritura y reina madre","Según PDF p.48, PR43, párrafo 1, en el pasaje sobre Vigía invisible, escritura y reina madre, complete la formulación del PDF: «Como en visión _____ desfilaron ante sus ojos los actos de su vida impía»","[""babilónico"", ""destruidor"", ""panorámica"", ""espiritual""]",2,panorámica,El PDF emplea la expresión «panorámica» en este contexto: «Como en visión panorámica desfilaron ante sus ojos los actos de».,Como en visión panorámica desfilaron ante sus ojos los actos de,PR43-P048-F13,PR43-P048-F13-VARIANTS,verified,
