id,fact_id,variant_id,template_id,bank,chapter,verse_or_page,source_span,type,difficulty,topic,context_anchor,question,options,correct_option,correct_answer,accepted_answers,answer_mode,explanation,why_distractors_fail,source_quote,trap_type,blind_final_pool,validation_status,incorrect_detail,correction
DAN9-0254,DAN9-V23-S01-F03,DAN9-V23-S01-F03-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,DANIEL1-12,DAN9,"21, Daniel 9:23","Al principio de tus ruegos fue dada la orden, y yo he venido para enseñártela, porque tú eres muy amado.",true_false,expert,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:23)",Al principio de tus ruegos fue dada la orden y yo he venido para,"Según 21, Daniel 9:23, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:23), determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «yo he venido». Afirmación: «Al principio de tus ruegos fue dada la orden, y ⟦yo he venido⟧ para enseñártela, porque tú eres muy amado.»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,"El detalle marcado coincide con el PDF: «fue dada la orden, y yo he venido para enseñártela, porque tú eres muy amado».","{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}","fue dada la orden, y yo he venido para enseñártela, porque tú eres muy amado",close_detail,False,verified,,
DAN9-0255,DAN9-V23-S02-F03,DAN9-V23-S02-F03-FILL-CONTEXT-V1-01,fill-context-v1,DANIEL1-12,DAN9,"21, Daniel 9:23","Entiende, pues, la orden, y entiende la visión.",fill_blank,hard,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:23)",Entiende pues la orden y entiende la visión,"Según 21, Daniel 9:23, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:23), complete con la expresión exacta del PDF: «Entiende, pues, la _____, y entiende la visión.»","[""causa"", ""había"", ""interpretación"", ""orden""]",3,orden,"[""orden""]",exact_text,"La expresión omitida es «orden»; el respaldo breve dice: «Entiende, pues, la orden, y entiende la visión».","{""causa"": ""«causa» procede de 4, Daniel 2:15, no del espacio exacto solicitado."", ""había"": ""«había» procede de 4, Daniel 2:15, no del espacio exacto solicitado."", ""interpretación"": ""«interpretación» procede de 5, Daniel 2:16, no del espacio exacto solicitado.""}","Entiende, pues, la orden, y entiende la visión",close_detail,False,verified,,
DAN9-0256,DAN9-V24-S01-F03,DAN9-V24-S01-F03-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,DANIEL1-12,DAN9,"21, Daniel 9:24","”Setenta semanas están determinadas sobre tu pueblo y sobre tu santa ciudad, para terminar la prevaricación, poner fin al pecado y expiar la iniquidad, para traer la justicia perdurable, sellar la visión y la profecía y ungir al Santo de los santos.",true_false,medium,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:24)",Setenta semanas están determinadas sobre tu pueblo y sobre tu santa ciudad para terminar,"Según 21, Daniel 9:24, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:24), determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «instrumentos musicales». Afirmación: «”Setenta ⟦instrumentos musicales⟧ sobre tu pueblo y sobre tu santa ciudad, para terminar la prevaricación, poner fin al pecado y expiar la iniquidad, para traer la justicia perdurable, sellar la visión y la profecía y ungir al Santo de los santos.»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,"Solo se alteró «semanas están determinadas» por «instrumentos musicales». La corrección exacta es: «”Setenta semanas están determinadas sobre tu pueblo y sobre tu santa ciudad, para terminar la prevaricación, poner fin al pecado y expiar la iniquidad, para traer la justicia perdurable, sellar la visión y la profecía y ungir al Santo de los santos.»","{""Verdadero"": ""El pasaje dice «semanas están determinadas», no «instrumentos musicales».""}",Setenta semanas están determinadas sobre tu pueblo y sobre tu santa,close_detail,False,verified,instrumentos musicales,"”Setenta semanas están determinadas sobre tu pueblo y sobre tu santa ciudad, para terminar la prevaricación, poner fin al pecado y expiar la iniquidad, para traer la justicia perdurable, sellar la visión y la profecía y ungir al Santo de los santos."
DAN9-0257,DAN9-V25-S01-F03,DAN9-V25-S01-F03-FILL-CONTEXT-V1-01,fill-context-v1,DANIEL1-12,DAN9,"21, Daniel 9:25","Sabe, pues, y entiende que desde la salida de la orden para restaurar y edificar a Jerusalén hasta el Mesías Príncipe, habrá siete semanas y sesenta y dos semanas",fill_blank,hard,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:25)",Sabe pues y entiende que desde la salida de la orden para restaurar y,"Según 21, Daniel 9:25, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:25), complete con la expresión exacta del PDF: «Sabe, pues, y entiende que desde la salida de la orden para restaurar y edificar a Jerusalén hasta el Mesías _____, habrá siete semanas y sesenta y dos semanas»","[""Príncipe"", ""Jerusalén"", ""Daniel"", ""Verdad""]",0,Príncipe,"[""Príncipe""]",exact_text,"La expresión omitida es «Príncipe»; el respaldo breve dice: «a Jerusalén hasta el Mesías Príncipe, habrá siete semanas y sesenta y dos».","{""Jerusalén"": ""«Jerusalén» procede de 14, Daniel 6:10, no del espacio exacto solicitado."", ""Daniel"": ""«Daniel» procede de 14, Daniel 6:11, no del espacio exacto solicitado."", ""Verdad"": ""«Verdad» procede de 14, Daniel 6:12, no del espacio exacto solicitado.""}","a Jerusalén hasta el Mesías Príncipe, habrá siete semanas y sesenta y dos",close_detail,False,verified,,
DAN9-0258,DAN9-V25-S02-F03,DAN9-V25-S02-F03-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,DANIEL1-12,DAN9,"21, Daniel 9:25",se volverán a edificar la plaza y el muro en tiempos angustiosos.,true_false,expert,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:25)",se volverán a edificar la plaza y el muro en tiempos angustiosos,"Según 21, Daniel 9:25, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:25), determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «angustiosos». Afirmación: «se volverán a edificar la plaza y el muro en tiempos ⟦angustiosos⟧.»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,El detalle marcado coincide con el PDF: «y el muro en tiempos angustiosos».,"{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}",y el muro en tiempos angustiosos,close_detail,False,verified,,
DAN9-0259,DAN9-V26-S01-F03,DAN9-V26-S01-F03-FILL-CONTEXT-V1-01,fill-context-v1,DANIEL1-12,DAN9,"21, Daniel 9:26","Después de las sesenta y dos semanas se quitará la vida al Mesías, y nada ya le quedará.",fill_blank,hard,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:26)",Después de las sesenta y dos semanas se quitará la vida al Mesías y,"Según 21, Daniel 9:26, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:26), complete con la expresión exacta del PDF: «Después de las sesenta y dos _____ la vida al Mesías, y nada ya le quedará.»","[""luego su rostro"", ""semanas se quitará"", ""convenios con aquél"", ""hija por mujer""]",1,semanas se quitará,"[""semanas se quitará""]",exact_text,"La expresión omitida es «semanas se quitará»; el respaldo breve dice: «de las sesenta y dos semanas se quitará la vida al Mesías, y nada ya».","{""luego su rostro"": ""«luego su rostro» procede de 23, Daniel 11:17, no del espacio exacto solicitado."", ""convenios con aquél"": ""«convenios con aquél» procede de 23, Daniel 11:17, no del espacio exacto solicitado."", ""hija por mujer"": ""«hija por mujer» procede de 23, Daniel 11:17, no del espacio exacto solicitado.""}","de las sesenta y dos semanas se quitará la vida al Mesías, y nada ya",close_detail,False,verified,,
DAN9-0260,DAN9-V26-S02-F03,DAN9-V26-S02-F03-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,DANIEL1-12,DAN9,"21, Daniel 9:26","El pueblo de un príncipe que ha de venir destruirá la ciudad y el santuario, su final llegará como una inundación, y hasta el fin de la guerra durarán las devastaciones.",true_false,medium,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:26)",El pueblo de un príncipe que ha de venir destruirá la ciudad y el,"Según 21, Daniel 9:26, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:26), determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «convenios con aquél». Afirmación: «El pueblo de un príncipe que ha de venir destruirá la ciudad y el santuario, su ⟦convenios con aquél⟧ como una inundación, y hasta el fin de la guerra durarán las devastaciones.»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,"Solo se alteró «final llegará» por «convenios con aquél». La corrección exacta es: «El pueblo de un príncipe que ha de venir destruirá la ciudad y el santuario, su final llegará como una inundación, y hasta el fin de la guerra durarán las devastaciones.»","{""Verdadero"": ""El pasaje dice «final llegará», no «convenios con aquél».""}","ciudad y el santuario, su final llegará como una inundación, y hasta el fin",close_detail,False,verified,convenios con aquél,"El pueblo de un príncipe que ha de venir destruirá la ciudad y el santuario, su final llegará como una inundación, y hasta el fin de la guerra durarán las devastaciones."
DAN9-0261,DAN9-V27-S02-F03,DAN9-V27-S02-F03-FILL-CONTEXT-V1-01,fill-context-v1,DANIEL1-12,DAN9,"21, Daniel 9:27",a la mitad de la semana hará cesar el sacrificio y la ofrenda.,fill_blank,hard,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:27)",a la mitad de la semana hará cesar el sacrificio y la ofrenda,"Según 21, Daniel 9:27, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:27), complete con la expresión exacta del PDF: «a la mitad de la semana hará cesar el sacrificio y la _____.»","[""misterio"", ""revelado"", ""ofrenda"", ""secreto""]",2,ofrenda,"[""ofrenda""]",exact_text,La expresión omitida es «ofrenda»; el respaldo breve dice: «cesar el sacrificio y la ofrenda».,"{""misterio"": ""«misterio» procede de 5, Daniel 2:18, no del espacio exacto solicitado."", ""revelado"": ""«revelado» procede de 5, Daniel 2:19, no del espacio exacto solicitado."", ""secreto"": ""«secreto» procede de 5, Daniel 2:19, no del espacio exacto solicitado.""}",cesar el sacrificio y la ofrenda,close_detail,False,verified,,
DAN9-0262,DAN9-V27-S03-F03,DAN9-V27-S03-F03-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,DANIEL1-12,DAN9,"21, Daniel 9:27","Después, con la muchedumbre de las abominaciones, vendrá el desolador, hasta que venga la consumación y lo que está determinado se derrame sobre el desolador.”",true_false,expert,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:27)",Después con la muchedumbre de las abominaciones vendrá el desolador hasta que venga la,"Según 21, Daniel 9:27, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:27), determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «determinado se derrame». Afirmación: «Después, con la muchedumbre de las abominaciones, vendrá el desolador, hasta que venga la consumación y lo que está ⟦determinado se derrame⟧ sobre el desolador.”»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,El detalle marcado coincide con el PDF: «consumación y lo que está determinado se derrame sobre el desolador».,"{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}",consumación y lo que está determinado se derrame sobre el desolador,close_detail,False,verified,,
DAN9-0263,DAN9-V01-S01-F04,DAN9-V01-S01-F04-FILL-CONTEXT-V1-01,fill-context-v1,DANIEL1-12,DAN9,"20, Daniel 9:1","«En el primer año de Darío hijo de Asuero, de la nación de los medos, que vino a ser rey sobre el reino de los caldeos,",fill_blank,hard,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:1)",En el primer año de Darío hijo de Asuero de la nación de los,"Según 20, Daniel 9:1, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:1), complete con la expresión exacta del PDF: ««En el primer año de Darío hijo de Asuero, de la nación de los medos, que vino a ser rey sobre el reino de los _____,»","[""nosotros"", ""pecados"", ""padres"", ""caldeos""]",3,caldeos,"[""caldeos""]",exact_text,La expresión omitida es «caldeos»; el respaldo breve dice: «sobre el reino de los caldeos».,"{""nosotros"": ""«nosotros» procede de 20, Daniel 9:14, no del espacio exacto solicitado."", ""pecados"": ""«pecados» procede de 20, Daniel 9:16, no del espacio exacto solicitado."", ""padres"": ""«padres» procede de 20, Daniel 9:16, no del espacio exacto solicitado.""}",sobre el reino de los caldeos,close_detail,True,verified,,
DAN9-0264,DAN9-V02-S01-F04,DAN9-V02-S01-F04-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,DANIEL1-12,DAN9,"20, Daniel 9:2","en el primer año de su reinado, yo, Daniel, miré atentamente en los libros el número de los años de que habló Jehová al profeta Jeremías, en los que habían de cumplirse las desolaciones de Jerusalén: setenta años.",true_false,medium,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:2)",en el primer año de su reinado yo Daniel miré atentamente en los libros,"Según 20, Daniel 9:2, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:2), determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «Persia». Afirmación: «en el primer año de su reinado, yo, ⟦Persia⟧, miré atentamente en los libros el número de los años de que habló Jehová al profeta Jeremías, en los que habían de cumplirse las desolaciones de Jerusalén: setenta años.»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,"Solo se alteró «Daniel» por «Persia». La corrección exacta es: «en el primer año de su reinado, yo, Daniel, miré atentamente en los libros el número de los años de que habló Jehová al profeta Jeremías, en los que habían de cumplirse las desolaciones de Jerusalén: setenta años.»","{""Verdadero"": ""El pasaje dice «Daniel», no «Persia».""}","año de su reinado, yo, Daniel, miré atentamente en los libros el número",close_detail,False,verified,Persia,"en el primer año de su reinado, yo, Daniel, miré atentamente en los libros el número de los años de que habló Jehová al profeta Jeremías, en los que habían de cumplirse las desolaciones de Jerusalén: setenta años."
DAN9-0265,DAN9-V03-S01-F04,DAN9-V03-S01-F04-FILL-CONTEXT-V1-01,fill-context-v1,DANIEL1-12,DAN9,"20, Daniel 9:3","Volví mi rostro a Dios, el Señor, buscándolo en oración y ruego, en ayuno, ropas ásperas y ceniza.",fill_blank,hard,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:3)",Volví mi rostro a Dios el Señor buscándolo en oración y ruego en ayuno,"Según 20, Daniel 9:3, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:3), complete con la expresión exacta del PDF: «Volví mi rostro a Dios, el Señor, buscándolo en oración y ruego, en ayuno, ropas _____.»","[""ásperas y ceniza"", ""hará volver"", ""volverá su rostro"", ""tropezará y caerá""]",0,ásperas y ceniza,"[""ásperas y ceniza""]",exact_text,"La expresión omitida es «ásperas y ceniza»; el respaldo breve dice: «y ruego, en ayuno, ropas ásperas y ceniza».","{""hará volver"": ""«hará volver» procede de 23, Daniel 11:18, no del espacio exacto solicitado."", ""volverá su rostro"": ""«volverá su rostro» procede de 23, Daniel 11:19, no del espacio exacto solicitado."", ""tropezará y caerá"": ""«tropezará y caerá» procede de 23, Daniel 11:19, no del espacio exacto solicitado.""}","y ruego, en ayuno, ropas ásperas y ceniza",close_detail,True,verified,,
DAN9-0266,DAN9-V04-S01-F04,DAN9-V04-S01-F04-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,DANIEL1-12,DAN9,"20, Daniel 9:4","Oré a Jehová, mi Dios, e hice confesión diciendo: “Ahora, Señor, Dios grande, digno de ser temido, que guardas el pacto y la misericordia con los que te aman y guardan tus mandamientos,",true_false,expert,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:4)",Oré a Jehová mi Dios e hice confesión diciendo Ahora Señor Dios grande digno,"Según 20, Daniel 9:4, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:4), determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «hice confesión diciendo». Afirmación: «Oré a Jehová, mi Dios, e ⟦hice confesión diciendo⟧: “Ahora, Señor, Dios grande, digno de ser temido, que guardas el pacto y la misericordia con los que te aman y guardan tus mandamientos,»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,"El detalle marcado coincide con el PDF: «a Jehová, mi Dios, e hice confesión diciendo: “Ahora, Señor, Dios grande, digno de ser».","{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}","a Jehová, mi Dios, e hice confesión diciendo: “Ahora, Señor, Dios grande, digno de ser",close_detail,False,verified,,
DAN9-0267,DAN9-V05-S01-F04,DAN9-V05-S01-F04-FILL-CONTEXT-V1-01,fill-context-v1,DANIEL1-12,DAN9,"20, Daniel 9:5","hemos pecado, hemos cometido iniquidad, hemos actuado impíamente, hemos sido rebeldes y nos hemos apartado de tus mandamientos y de tus ordenanzas.",fill_blank,hard,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:5)",hemos pecado hemos cometido iniquidad hemos actuado impíamente hemos sido rebeldes y nos hemos,"Según 20, Daniel 9:5, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:5), complete con la expresión exacta del PDF: «hemos pecado, hemos cometido iniquidad, hemos actuado impíamente, hemos sido rebeldes y _____ de tus mandamientos y de tus ordenanzas.»","[""tropezará y caerá"", ""nos hemos apartado"", ""será hallado"", ""lugar se levantará""]",1,nos hemos apartado,"[""nos hemos apartado""]",exact_text,"La expresión omitida es «nos hemos apartado»; el respaldo breve dice: «impíamente, hemos sido rebeldes y nos hemos apartado de tus mandamientos y de tus ordenanzas».","{""tropezará y caerá"": ""«tropezará y caerá» procede de 23, Daniel 11:19, no del espacio exacto solicitado."", ""será hallado"": ""«será hallado» procede de 23, Daniel 11:19, no del espacio exacto solicitado."", ""lugar se levantará"": ""«lugar se levantará» procede de 23, Daniel 11:20, no del espacio exacto solicitado.""}","impíamente, hemos sido rebeldes y nos hemos apartado de tus mandamientos y de tus ordenanzas",close_detail,False,verified,,
DAN9-0268,DAN9-V06-S01-F04,DAN9-V06-S01-F04-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,DANIEL1-12,DAN9,"20, Daniel 9:6","No hemos obedecido a tus siervos los profetas, que en tu nombre hablaron a nuestros reyes, a nuestros príncipes, a nuestros padres y a todo el pueblo de la tierra.",true_false,medium,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:6)",No hemos obedecido a tus siervos los profetas que en tu nombre hablaron a,"Según 20, Daniel 9:6, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:6), determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «será hallado». Afirmación: «No hemos obedecido a tus siervos los profetas, que en ⟦será hallado⟧ hablaron a nuestros reyes, a nuestros príncipes, a nuestros padres y a todo el pueblo de la tierra.»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,"Solo se alteró «tu nombre» por «será hallado». La corrección exacta es: «No hemos obedecido a tus siervos los profetas, que en tu nombre hablaron a nuestros reyes, a nuestros príncipes, a nuestros padres y a todo el pueblo de la tierra.»","{""Verdadero"": ""El pasaje dice «tu nombre», no «será hallado».""}","siervos los profetas, que en tu nombre hablaron a nuestros reyes, a nuestros príncipes",close_detail,False,verified,será hallado,"No hemos obedecido a tus siervos los profetas, que en tu nombre hablaron a nuestros reyes, a nuestros príncipes, a nuestros padres y a todo el pueblo de la tierra."
DAN9-0269,DAN9-V07-S01-F04,DAN9-V07-S01-F04-FILL-CONTEXT-V1-01,fill-context-v1,DANIEL1-12,DAN9,"20, Daniel 9:7","Tuya es, Señor, la justicia, y nuestra la confusión de rostro que en el día de hoy lleva todo hombre de Judá, los habitantes de Jerusalén y todo Israel, los de cerca y los de lejos, en todas las tierras adonde los has echado a causa de su rebelión con que se rebelaron contra ti.",fill_blank,hard,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:7)",Tuya es Señor la justicia y nuestra la confusión de rostro que en el,"Según 20, Daniel 9:7, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:7), complete con la expresión exacta del PDF: «Tuya es, Señor, la justicia, y nuestra la confusión de rostro que en el día de hoy lleva todo hombre de Judá, los habitantes de Jerusalén y todo Israel, los de cerca y los de lejos, en todas las tierras adonde los has echado a causa de su rebelión con que se _____ contra ti.»","[""estaba"", ""Clamaba"", ""rebelaron"", ""habló""]",2,rebelaron,"[""rebelaron""]",exact_text,La expresión omitida es «rebelaron»; el respaldo breve dice: «su rebelión con que se rebelaron contra ti».,"{""estaba"": ""«estaba» procede de 9, Daniel 4:13, no del espacio exacto solicitado."", ""Clamaba"": ""«Clamaba» procede de 9, Daniel 4:14, no del espacio exacto solicitado."", ""habló"": ""«habló» procede de 10, Daniel 4:19, no del espacio exacto solicitado.""}",su rebelión con que se rebelaron contra ti,close_detail,False,verified,,
DAN9-0270,DAN9-V08-S01-F04,DAN9-V08-S01-F04-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN9,"20, Daniel 9:8","Nuestra es, Jehová, la confusión de rostro, y de nuestros reyes, de nuestros príncipes y de nuestros padres, porque contra ti pecamos.",multiple_choice,expert,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:8)",Nuestra es Jehová la confusión de rostro y de nuestros reyes de nuestros príncipes,"Según 20, Daniel 9:8, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:8), ¿qué opción completa correctamente el detalle señalado? Marco: «Nuestra es, Jehová, la confusión de rostro, y de nuestros reyes, de [DETALLE] y de nuestros padres, porque contra ti pecamos.»","[""ardiente las ruedas"", ""miles de miles"", ""libros fueron abiertos"", ""nuestros príncipes""]",3,nuestros príncipes,"[""nuestros príncipes""]",exact_text,"«nuestros príncipes» completa el dato de 20, Daniel 9:8. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""ardiente las ruedas"": ""Es un dato de 16, Daniel 7:9; no completa el marco de 20, Daniel 9:8."", ""miles de miles"": ""Es un dato de 16, Daniel 7:10; no completa el marco de 20, Daniel 9:8."", ""libros fueron abiertos"": ""Es un dato de 16, Daniel 7:10; no completa el marco de 20, Daniel 9:8.""}","y de nuestros reyes, de nuestros príncipes y de nuestros padres, porque contra ti",close_detail,True,verified,,
DAN9-0271,DAN9-V09-S01-F04,DAN9-V09-S01-F04-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,DANIEL1-12,DAN9,"20, Daniel 9:9","De Jehová, nuestro Dios, es el tener misericordia y el perdonar, aunque contra él nos hemos rebelado",true_false,hard,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:9)",De Jehová nuestro Dios es el tener misericordia y el perdonar aunque contra él,"Según 20, Daniel 9:9, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:9), determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «tener misericordia». Afirmación: «De Jehová, nuestro Dios, es el ⟦tener misericordia⟧ y el perdonar, aunque contra él nos hemos rebelado»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,"El detalle marcado coincide con el PDF: «Jehová, nuestro Dios, es el tener misericordia y el perdonar, aunque contra él nos».","{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}","Jehová, nuestro Dios, es el tener misericordia y el perdonar, aunque contra él nos",close_detail,False,verified,,
DAN9-0272,DAN9-V10-S01-F04,DAN9-V10-S01-F04-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN9,"20, Daniel 9:10","y no obedecimos a la voz de Jehová, nuestro Dios, para andar en sus leyes, que él puso delante de nosotros por medio de sus siervos los profetas.",multiple_choice,medium,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:10)",y no obedecimos a la voz de Jehová nuestro Dios para andar en sus,"Según 20, Daniel 9:10, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:10), ¿qué opción completa correctamente el detalle señalado? Marco: «y no obedecimos a la voz de Jehová, [DETALLE], para andar en sus leyes, que él puso delante de nosotros por medio de sus siervos los profetas.»","[""nuestro Dios"", ""libros fueron abiertos"", ""Yo entonces"", ""grandes insolencias""]",0,nuestro Dios,"[""nuestro Dios""]",exact_text,"«nuestro Dios» completa el dato de 20, Daniel 9:10. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""libros fueron abiertos"": ""Es un dato de 16, Daniel 7:10; no completa el marco de 20, Daniel 9:10."", ""Yo entonces"": ""Es un dato de 16, Daniel 7:11; no completa el marco de 20, Daniel 9:10."", ""grandes insolencias"": ""Es un dato de 16, Daniel 7:11; no completa el marco de 20, Daniel 9:10.""}","a la voz de Jehová, nuestro Dios, para andar en sus leyes, que él",true_elsewhere,False,verified,,
DAN9-0273,DAN9-V11-S01-F04,DAN9-V11-S01-F04-FILL-CONTEXT-V1-01,fill-context-v1,DANIEL1-12,DAN9,"20, Daniel 9:11","Todo Israel traspasó tu Ley, apartándose para no obedecer a tu voz.",fill_blank,hard,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:11)",Todo Israel traspasó tu Ley apartándose para no obedecer a tu voz,"Según 20, Daniel 9:11, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:11), complete con la expresión exacta del PDF: «Todo Israel traspasó tu Ley, _____ para no obedecer a tu voz.»","[""interpretación"", ""apartándose"", ""llamaban"", ""misterio""]",1,apartándose,"[""apartándose""]",exact_text,"La expresión omitida es «apartándose»; el respaldo breve dice: «Todo Israel traspasó tu Ley, apartándose para no obedecer a tu voz».","{""interpretación"": ""«interpretación» procede de 5, Daniel 2:26, no del espacio exacto solicitado."", ""llamaban"": ""«llamaban» procede de 5, Daniel 2:26, no del espacio exacto solicitado."", ""misterio"": ""«misterio» procede de 5, Daniel 2:27, no del espacio exacto solicitado.""}","Todo Israel traspasó tu Ley, apartándose para no obedecer a tu voz",close_detail,False,verified,,
DAN9-0274,DAN9-V11-S02-F04,DAN9-V11-S02-F04-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN9,"20, Daniel 9:11","Por lo cual ha caído sobre nosotros la maldición y el juramento que está escrito en la ley de Moisés, siervo de Dios, porque contra Dios pecamos.",multiple_choice,expert,"confesión, misericordia, Gabriel y setenta semanas (Daniel 9:11)",Por lo cual ha caído sobre nosotros la maldición y el juramento que está,"Según 20, Daniel 9:11, en la escena sobre confesión, misericordia, Gabriel y setenta semanas (Daniel 9:11), ¿qué opción completa correctamente el detalle señalado? Marco: «Por lo cual ha caído sobre nosotros la maldición y el juramento que está escrito en la ley de Moisés, [DETALLE], porque contra Dios pecamos.»","[""grandes insolencias"", ""naciones y lenguas"", ""siervo de Dios"", ""cuatro reyes""]",2,siervo de Dios,"[""siervo de Dios""]",exact_text,"«siervo de Dios» completa el dato de 20, Daniel 9:11. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""grandes insolencias"": ""Es un dato de 16, Daniel 7:11; no completa el marco de 20, Daniel 9:11."", ""naciones y lenguas"": ""Es un dato de 17, Daniel 7:14; no completa el marco de 20, Daniel 9:11."", ""cuatro reyes"": ""Es un dato de 17, Daniel 7:17; no completa el marco de 20, Daniel 9:11.""}","en la ley de Moisés, siervo de Dios, porque contra Dios pecamos",close_detail,False,verified,,
