id,fact_id,variant_id,template_id,bank,chapter,verse_or_page,source_span,type,difficulty,topic,context_anchor,question,options,correct_option,correct_answer,accepted_answers,answer_mode,explanation,why_distractors_fail,source_quote,trap_type,blind_final_pool,validation_status,incorrect_detail,correction
PR44-0520,PR44-P056-S06-01-F01,PR44-P056-S06-01-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR44,"56, PR44, párrafo 6","“Entonces el rey mandó, y trajeron a Daniel, y echáronle en el foso de los leones.",true_false,medium,"oración, acusación, foso, piedra y sellos",Entonces el rey mandó y trajeron a Daniel y echáronle en el foso de,"Según 56, PR44, párrafo 6, en la escena sobre oración, acusación, foso, piedra y sellos, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «Creador». Afirmación: «“Entonces el rey mandó, y trajeron a ⟦Creador⟧, y echáronle en el foso de los leones.»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,"Solo se alteró «Daniel» por «Creador». La corrección exacta es: «“Entonces el rey mandó, y trajeron a Daniel, y echáronle en el foso de los leones.»","{""Verdadero"": ""El pasaje dice «Daniel», no «Creador».""}","rey mandó, y trajeron a Daniel, y echáronle en el foso de los",close_detail,False,verified,Creador,"“Entonces el rey mandó, y trajeron a Daniel, y echáronle en el foso de los leones."
PR44-0521,PR44-P056-S06-02-F01,PR44-P056-S06-02-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR44,"56, PR44, párrafo 6","Y hablando el rey dijo a Daniel: El Dios tuyo, a quien tú continuamente sirves, él te libre.",fill_blank,hard,"oración, acusación, foso, piedra y sellos",Y hablando el rey dijo a Daniel El Dios tuyo a quien tú continuamente,"Según 56, PR44, párrafo 6, en la escena sobre oración, acusación, foso, piedra y sellos, complete con la expresión exacta del PDF: «Y hablando el rey dijo a _____: El Dios tuyo, a quien tú continuamente sirves, él te libre.»","[""Moisés"", ""Israel"", ""Daniel"", ""Omnisciente""]",2,Daniel,"[""Daniel""]",exact_text,"La expresión omitida es «Daniel»; el respaldo breve dice: «hablando el rey dijo a Daniel: El Dios tuyo, a quien tú continuamente».","{""Moisés"": ""«Moisés» procede de 36, PR40, párrafo 4, no del espacio exacto solicitado."", ""Israel"": ""«Israel» procede de 36, PR40, párrafo 4, no del espacio exacto solicitado."", ""Omnisciente"": ""«Omnisciente» procede de 36, PR40, párrafo 5, no del espacio exacto solicitado.""}","hablando el rey dijo a Daniel: El Dios tuyo, a quien tú continuamente",close_detail,False,verified,,
PR44-0522,PR44-P056-S06-03-F01,PR44-P056-S06-03-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR44,"56, PR44, párrafo 6","Se puso una piedra a la entrada del foso, y el rey mismo la selló “con su anillo, y con el anillo de sus príncipes, porque el acuerdo acerca de Daniel no se mudase.",true_false,expert,"oración, acusación, foso, piedra y sellos",Se puso una piedra a la entrada del foso y el rey mismo la,"Según 56, PR44, párrafo 6, en la escena sobre oración, acusación, foso, piedra y sellos, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «Daniel». Afirmación: «Se puso una piedra a la entrada del foso, y el rey mismo la selló “con su anillo, y con el anillo de sus príncipes, porque el acuerdo acerca de ⟦Daniel⟧ no se mudase.»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,El detalle marcado coincide con el PDF: «porque el acuerdo acerca de Daniel no se mudase».,"{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}",porque el acuerdo acerca de Daniel no se mudase,close_detail,False,verified,,
PR44-0523,PR44-P056-S06-04-F01,PR44-P056-S06-04-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR44,"56, PR44, párrafo 6","Fuése luego el rey a su palacio, y acostóse ayuno",fill_blank,hard,"oración, acusación, foso, piedra y sellos",Fuése luego el rey a su palacio y acostóse ayuno,"Según 56, PR44, párrafo 6, en la escena sobre oración, acusación, foso, piedra y sellos, complete con la expresión exacta del PDF: «Fuése _____ a su palacio, y acostóse ayuno»","[""realizar su propósito"", ""servicio del rey"", ""idólatra el poder"", ""luego el rey""]",3,luego el rey,"[""luego el rey""]",exact_text,"La expresión omitida es «luego el rey»; el respaldo breve dice: «Fuése luego el rey a su palacio, y acostóse ayuno».","{""realizar su propósito"": ""«realizar su propósito» procede de 32, PR39, párrafo 3, no del espacio exacto solicitado."", ""servicio del rey"": ""«servicio del rey» procede de 33, PR40, párrafo 1, no del espacio exacto solicitado."", ""idólatra el poder"": ""«idólatra el poder» procede de 33, PR40, párrafo 1, no del espacio exacto solicitado.""}","Fuése luego el rey a su palacio, y acostóse ayuno",close_detail,False,verified,,
PR44-0524,PR44-P056-S06-05-F01,PR44-P056-S06-05-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR44,"56, PR44, párrafo 6","ni instrumentos de música fueron traídos delante de él, y se le fué el sueño.”",true_false,medium,"oración, acusación, foso, piedra y sellos",ni instrumentos de música fueron traídos delante de él y se le fué el,"Según 56, PR44, párrafo 6, en la escena sobre oración, acusación, foso, piedra y sellos, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «servicio del rey». Afirmación: «ni ⟦servicio del rey⟧ fueron traídos delante de él, y se le fué el sueño.”»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,"Solo se alteró «instrumentos de música» por «servicio del rey». La corrección exacta es: «ni instrumentos de música fueron traídos delante de él, y se le fué el sueño.”»","{""Verdadero"": ""El pasaje dice «instrumentos de música», no «servicio del rey».""}","ni instrumentos de música fueron traídos delante de él, y se",close_detail,False,verified,servicio del rey,"ni instrumentos de música fueron traídos delante de él, y se le fué el sueño.”"
PR44-0525,PR44-P056-S07-01-F01,PR44-P056-S07-01-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR44,"56, PR44, párrafo 7",Dios no impidió a los enemigos de Daniel que le echasen al foso de los leones.,fill_blank,hard,"oración, acusación, foso, piedra y sellos",Dios no impidió a los enemigos de Daniel que le echasen al foso de,"Según 56, PR44, párrafo 7, en la escena sobre oración, acusación, foso, piedra y sellos, complete con la expresión exacta del PDF: «Dios no impidió a los enemigos de _____ que le echasen al foso de los leones.»","[""Daniel"", ""Babilonia"", ""Jehová"", ""Palabra""]",0,Daniel,"[""Daniel""]",exact_text,La expresión omitida es «Daniel»; el respaldo breve dice: «impidió a los enemigos de Daniel que le echasen al foso de los».,"{""Babilonia"": ""«Babilonia» procede de 36, PR40, párrafo 5, no del espacio exacto solicitado."", ""Jehová"": ""«Jehová» procede de 36, PR40, párrafo 6, no del espacio exacto solicitado."", ""Palabra"": ""«Palabra» procede de 37, PR40, párrafo 1, no del espacio exacto solicitado.""}",impidió a los enemigos de Daniel que le echasen al foso de los,close_detail,False,verified,,
PR44-0526,PR44-P056-S07-02-F01,PR44-P056-S07-02-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR44,"56, PR44, párrafo 7",Permitió que hasta allí cumpliesen su propósito los malos ángeles y los hombres impíos,true_false,expert,"oración, acusación, foso, piedra y sellos",Permitió que hasta allí cumpliesen su propósito los malos ángeles y los hombres impíos,"Según 56, PR44, párrafo 7, en la escena sobre oración, acusación, foso, piedra y sellos, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «cumpliesen su propósito». Afirmación: «Permitió que hasta allí ⟦cumpliesen su propósito⟧ los malos ángeles y los hombres impíos»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,El detalle marcado coincide con el PDF: «Permitió que hasta allí cumpliesen su propósito los malos ángeles y los hombres impíos».,"{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}",Permitió que hasta allí cumpliesen su propósito los malos ángeles y los hombres impíos,close_detail,False,verified,,
PR44-0527,PR44-P056-S07-03-F01,PR44-P056-S07-03-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR44,"56, PR44, párrafo 7",pero lo hizo para recalcar tanto más la liberación de su siervo y para que la derrota de los enemigos de la verdad y de la justicia fuese más completa.,fill_blank,hard,"oración, acusación, foso, piedra y sellos",pero lo hizo para recalcar tanto más la liberación de su siervo y para,"Según 56, PR44, párrafo 7, en la escena sobre oración, acusación, foso, piedra y sellos, complete con la expresión exacta del PDF: «pero lo _____ tanto más la liberación de su siervo y para que la derrota de los enemigos de la verdad y de la justicia fuese más completa.»","[""perturbóse su espíritu"", ""hizo para recalcar"", ""sueño se huyó"", ""ánimo del rey""]",1,hizo para recalcar,"[""hizo para recalcar""]",exact_text,La expresión omitida es «hizo para recalcar»; el respaldo breve dice: «pero lo hizo para recalcar tanto más la liberación de su siervo».,"{""perturbóse su espíritu"": ""«perturbóse su espíritu» procede de 33, PR40, párrafo 1, no del espacio exacto solicitado."", ""sueño se huyó"": ""«sueño se huyó» procede de 33, PR40, párrafo 1, no del espacio exacto solicitado."", ""ánimo del rey"": ""«ánimo del rey» procede de 33, PR40, párrafo 1, no del espacio exacto solicitado.""}",pero lo hizo para recalcar tanto más la liberación de su siervo,close_detail,False,verified,,
PR44-0528,PR44-P056-S07-04-F01,PR44-P056-S07-04-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR44,"56, PR44, párrafo 7","“Ciertamente la ira del hombre te acarreará alabanza” (Salmos 76:10), había testificado el salmista.",true_false,medium,"oración, acusación, foso, piedra y sellos",Ciertamente la ira del hombre te acarreará alabanza Salmos 76 10 había testificado el,"Según 56, PR44, párrafo 7, en la escena sobre oración, acusación, foso, piedra y sellos, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «sueño se huyó». Afirmación: «“⟦sueño se huyó⟧ del hombre te acarreará alabanza” (Salmos 76:10), había testificado el salmista.»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,"Solo se alteró «Ciertamente la ira» por «sueño se huyó». La corrección exacta es: «“Ciertamente la ira del hombre te acarreará alabanza” (Salmos 76:10), había testificado el salmista.»","{""Verdadero"": ""El pasaje dice «Ciertamente la ira», no «sueño se huyó».""}",Ciertamente la ira del hombre te acarreará alabanza” (Salmos 76,close_detail,False,verified,sueño se huyó,"“Ciertamente la ira del hombre te acarreará alabanza” (Salmos 76:10), había testificado el salmista."
PR44-0529,PR44-P056-S07-05-F01,PR44-P056-S07-05-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR44,"56, PR44, párrafo 7","Mediante el valor de un solo hombre que prefirió seguir la justicia antes que las conveniencias, Satanás iba a quedar derrotado y el nombre de Dios iba a ser ensalzado y honrado.",fill_blank,hard,"oración, acusación, foso, piedra y sellos",Mediante el valor de un solo hombre que prefirió seguir la justicia antes que,"Según 56, PR44, párrafo 7, en la escena sobre oración, acusación, foso, piedra y sellos, complete con la expresión exacta del PDF: «Mediante el valor de un solo hombre que prefirió seguir la justicia antes que las conveniencias, _____ iba a quedar derrotado y el nombre de Dios iba a ser ensalzado y honrado.»","[""Palabra"", ""Cielo"", ""Satanás"", ""Jehová""]",2,Satanás,"[""Satanás""]",exact_text,"La expresión omitida es «Satanás»; el respaldo breve dice: «justicia antes que las conveniencias, Satanás iba a quedar derrotado y el nombre».","{""Palabra"": ""«Palabra» procede de 37, PR40, párrafo 1, no del espacio exacto solicitado."", ""Cielo"": ""«Cielo» procede de 37, PR40, párrafo 1, no del espacio exacto solicitado."", ""Jehová"": ""«Jehová» procede de 37, PR40, párrafo 1, no del espacio exacto solicitado.""}","justicia antes que las conveniencias, Satanás iba a quedar derrotado y el nombre",close_detail,False,verified,,
PR44-0530,PR44-P057-S01-01-F01,PR44-P057-S01-01-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR44,"57, PR44, párrafo 1","La voz del profeta contestó: “Oh rey, para siempre vive.",true_false,expert,"liberación, acusadores y proclamación de Darío",La voz del profeta contestó Oh rey para siempre vive,"Según 57, PR44, párrafo 1, en la escena sobre liberación, acusadores y proclamación de Darío, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «voz del profeta». Afirmación: «La ⟦voz del profeta⟧ contestó: “Oh rey, para siempre vive.»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,"El detalle marcado coincide con el PDF: «La voz del profeta contestó: “Oh rey, para siempre vive».","{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}","La voz del profeta contestó: “Oh rey, para siempre vive",close_detail,True,verified,,
PR44-0531,PR44-P057-S01-02-F01,PR44-P057-S01-02-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR44,"57, PR44, párrafo 1","El Dios mío envió su ángel, el cual cerró la boca de los leones, para que no me hiciesen mal: porque delante de él se halló en mí justicia: y aun delante de ti, oh rey, yo no he hecho lo que no debiese.",fill_blank,hard,"liberación, acusadores y proclamación de Darío",El Dios mío envió su ángel el cual cerró la boca de los leones,"Según 57, PR44, párrafo 1, en la escena sobre liberación, acusadores y proclamación de Darío, complete con la expresión exacta del PDF: «El _____ su ángel, el cual cerró la boca de los leones, para que no me hiciesen mal: porque delante de él se halló en mí justicia: y aun delante de ti, oh rey, yo no he hecho lo que no debiese.»","[""despertó le resultó"", ""solicitó su ayuda"", ""soñado un sueño"", ""Dios mío envió""]",3,Dios mío envió,"[""Dios mío envió""]",exact_text,"La expresión omitida es «Dios mío envió»; el respaldo breve dice: «El Dios mío envió su ángel, el cual cerró la boca».","{""despertó le resultó"": ""«despertó le resultó» procede de 33, PR40, párrafo 1, no del espacio exacto solicitado."", ""solicitó su ayuda"": ""«solicitó su ayuda» procede de 33, PR40, párrafo 2, no del espacio exacto solicitado."", ""soñado un sueño"": ""«soñado un sueño» procede de 33, PR40, párrafo 2, no del espacio exacto solicitado.""}","El Dios mío envió su ángel, el cual cerró la boca",close_detail,False,verified,,
PR44-0532,PR44-P057-S02-01-F01,PR44-P057-S02-01-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR44,"57, PR44, párrafo 2","“Entonces se alegró el rey en gran manera a causa de él, y mandó sacar a Daniel del foso: y fué Daniel sacado del foso, y ninguna lesión se halló en él, porque creyó en su Dios.",true_false,medium,"liberación, acusadores y proclamación de Darío",Entonces se alegró el rey en gran manera a causa de él y mandó,"Según 57, PR44, párrafo 2, en la escena sobre liberación, acusadores y proclamación de Darío, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «Cielo». Afirmación: «“Entonces se alegró el rey en gran manera a causa de él, y mandó sacar a ⟦Cielo⟧ del foso: y fué Daniel sacado del foso, y ninguna lesión se halló en él, porque creyó en su Dios.»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,"Solo se alteró «Daniel» por «Cielo». La corrección exacta es: «“Entonces se alegró el rey en gran manera a causa de él, y mandó sacar a Daniel del foso: y fué Daniel sacado del foso, y ninguna lesión se halló en él, porque creyó en su Dios.»","{""Verdadero"": ""El pasaje dice «Daniel», no «Cielo».""}","él, y mandó sacar a Daniel del foso: y fué Daniel sacado del",close_detail,False,verified,Cielo,"“Entonces se alegró el rey en gran manera a causa de él, y mandó sacar a Daniel del foso: y fué Daniel sacado del foso, y ninguna lesión se halló en él, porque creyó en su Dios."
PR44-0533,PR44-P057-S03-01-F01,PR44-P057-S03-01-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR44,"57, PR44, párrafo 3","“Y mandándolo el rey fueron traídos aquellos hombres que habían acusado a Daniel, y fueron echados en el foso de los leones, ellos, sus hijos, y sus mujeres",fill_blank,hard,"liberación, acusadores y proclamación de Darío",Y mandándolo el rey fueron traídos aquellos hombres que habían acusado a Daniel y,"Según 57, PR44, párrafo 3, en la escena sobre liberación, acusadores y proclamación de Darío, complete con la expresión exacta del PDF: «“Y mandándolo el rey fueron traídos aquellos hombres que habían acusado a _____, y fueron echados en el foso de los leones, ellos, sus hijos, y sus mujeres»","[""Daniel"", ""Vigía"", ""Nabucodonosor"", ""Redime""]",0,Daniel,"[""Daniel""]",exact_text,"La expresión omitida es «Daniel»; el respaldo breve dice: «hombres que habían acusado a Daniel, y fueron echados en el foso de».","{""Vigía"": ""«Vigía» procede de 37, PR40, párrafo 2, no del espacio exacto solicitado."", ""Nabucodonosor"": ""«Nabucodonosor» procede de 37, PR40, párrafo 2, no del espacio exacto solicitado."", ""Redime"": ""«Redime» procede de 37, PR40, párrafo 2, no del espacio exacto solicitado.""}","hombres que habían acusado a Daniel, y fueron echados en el foso de",close_detail,False,verified,,
PR44-0534,PR44-P057-S03-02-F01,PR44-P057-S03-02-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR44,"57, PR44, párrafo 3","y aun no habían llegado al suelo del foso, cuando los leones se apoderaron de ellos, y quebrantaron todos sus huesos.”",true_false,expert,"liberación, acusadores y proclamación de Darío",y aun no habían llegado al suelo del foso cuando los leones se apoderaron,"Según 57, PR44, párrafo 3, en la escena sobre liberación, acusadores y proclamación de Darío, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «quebrantaron». Afirmación: «y aun no habían llegado al suelo del foso, cuando los leones se apoderaron de ellos, y ⟦quebrantaron⟧ todos sus huesos.”»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,"El detalle marcado coincide con el PDF: «se apoderaron de ellos, y quebrantaron todos sus huesos».","{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}","se apoderaron de ellos, y quebrantaron todos sus huesos",close_detail,True,verified,,
PR44-0535,PR44-P057-S04-01-F01,PR44-P057-S04-01-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR44,"57, PR44, párrafo 4","Nuevamente, un gobernante pagano hizo una proclamación para exaltar al Dios de Daniel como el Dios verdadero.",fill_blank,hard,"liberación, acusadores y proclamación de Darío",Nuevamente un gobernante pagano hizo una proclamación para exaltar al Dios de Daniel como,"Según 57, PR44, párrafo 4, en la escena sobre liberación, acusadores y proclamación de Darío, complete con la expresión exacta del PDF: «Nuevamente, un gobernante pagano hizo una proclamación para exaltar al Dios de _____ como el Dios verdadero.»","[""Redime"", ""Daniel"", ""Palabra"", ""Nabucodonosor""]",1,Daniel,"[""Daniel""]",exact_text,La expresión omitida es «Daniel»; el respaldo breve dice: «para exaltar al Dios de Daniel como el Dios verdadero».,"{""Redime"": ""«Redime» procede de 37, PR40, párrafo 2, no del espacio exacto solicitado."", ""Palabra"": ""«Palabra» procede de 37, PR40, párrafo 4, no del espacio exacto solicitado."", ""Nabucodonosor"": ""«Nabucodonosor» procede de 38, PR41, párrafo 1, no del espacio exacto solicitado.""}",para exaltar al Dios de Daniel como el Dios verdadero,close_detail,True,verified,,
PR44-0536,PR44-P057-S04-02-F01,PR44-P057-S04-02-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR44,"57, PR44, párrafo 4","“El rey Darío escribió a todos los pueblos, naciones, y lenguas, que habitan en toda la tierra: Paz os sea multiplicada: De parte mía es puesta ordenanza, que en todo el señorío de mi reino todos teman y tiemblen de la presencia del Dios de Daniel: porque él es el Dios viviente y permanente por todos los siglos, y su reino tal que no será deshecho, y su señorío hasta el fin.",true_false,medium,"liberación, acusadores y proclamación de Darío",El rey Darío escribió a todos los pueblos naciones y lenguas que habitan en,"Según 57, PR44, párrafo 4, en la escena sobre liberación, acusadores y proclamación de Darío, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «Palabra». Afirmación: «“El rey Darío escribió a todos los pueblos, naciones, y lenguas, que habitan en toda la tierra: Paz os sea multiplicada: De parte mía es puesta ordenanza, que en todo el señorío de mi reino todos teman y tiemblen de la presencia del Dios de ⟦Palabra⟧: porque él es el Dios viviente y permanente por todos los siglos, y su reino tal que no será deshecho, y su señorío hasta el fin.»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,"Solo se alteró «Daniel» por «Palabra». La corrección exacta es: «“El rey Darío escribió a todos los pueblos, naciones, y lenguas, que habitan en toda la tierra: Paz os sea multiplicada: De parte mía es puesta ordenanza, que en todo el señorío de mi reino todos teman y tiemblen de la presencia del Dios de Daniel: porque él es el Dios viviente y permanente por todos los siglos, y su reino tal que no será deshecho, y su señorío hasta el fin.»","{""Verdadero"": ""El pasaje dice «Daniel», no «Palabra».""}",la presencia del Dios de Daniel: porque él es el Dios viviente y,close_detail,False,verified,Palabra,"“El rey Darío escribió a todos los pueblos, naciones, y lenguas, que habitan en toda la tierra: Paz os sea multiplicada: De parte mía es puesta ordenanza, que en todo el señorío de mi reino todos teman y tiemblen de la presencia del Dios de Daniel: porque él es el Dios viviente y permanente por todos los siglos, y su reino tal que no será deshecho, y su señorío hasta el fin."
PR44-0537,PR44-P057-S04-03-F01,PR44-P057-S04-03-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR44,"57, PR44, párrafo 4","Que salva y libra, y hace señales y maravillas en el cielo y en la tierra",fill_blank,hard,"liberación, acusadores y proclamación de Darío",Que salva y libra y hace señales y maravillas en el cielo y en,"Según 57, PR44, párrafo 4, en la escena sobre liberación, acusadores y proclamación de Darío, complete con la expresión exacta del PDF: «Que _____, y hace señales y maravillas en el cielo y en la tierra»","[""di el sueño"", ""mostraremos la declaración"", ""salva y libra"", ""siempre vive""]",2,salva y libra,"[""salva y libra""]",exact_text,"La expresión omitida es «salva y libra»; el respaldo breve dice: «Que salva y libra, y hace señales y maravillas en el».","{""di el sueño"": ""«di el sueño» procede de 33, PR40, párrafo 3, no del espacio exacto solicitado."", ""mostraremos la declaración"": ""«mostraremos la declaración» procede de 33, PR40, párrafo 3, no del espacio exacto solicitado."", ""siempre vive"": ""«siempre vive» procede de 33, PR40, párrafo 3, no del espacio exacto solicitado.""}","Que salva y libra, y hace señales y maravillas en el",close_detail,False,verified,,
PR44-0538,PR44-P057-S04-04-F01,PR44-P057-S04-04-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR44,"57, PR44, párrafo 4",el cual libró a Daniel del poder de los leones.”,true_false,expert,"liberación, acusadores y proclamación de Darío",el cual libró a Daniel del poder de los leones,"Según 57, PR44, párrafo 4, en la escena sobre liberación, acusadores y proclamación de Darío, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «Daniel». Afirmación: «el cual libró a ⟦Daniel⟧ del poder de los leones.”»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,El detalle marcado coincide con el PDF: «el cual libró a Daniel del poder de los leones».,"{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}",el cual libró a Daniel del poder de los leones,close_detail,False,verified,,
PR44-0539,PR44-P057-S05-01-F01,PR44-P057-S05-01-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR44,"57, PR44, párrafo 5",La perversa oposición que el siervo de Dios había arrostrado quedó completamente quebrantada.,fill_blank,hard,"liberación, acusadores y proclamación de Darío",La perversa oposición que el siervo de Dios había arrostrado quedó completamente quebrantada,"Según 57, PR44, párrafo 5, en la escena sobre liberación, acusadores y proclamación de Darío, complete con la expresión exacta del PDF: «La perversa oposición que el _____ había arrostrado quedó completamente quebrantada.»","[""cierra las palabras"", ""pues esos escritos"", ""debían quedar sellados"", ""siervo de Dios""]",3,siervo de Dios,"[""siervo de Dios""]",exact_text,La expresión omitida es «siervo de Dios»; el respaldo breve dice: «La perversa oposición que el siervo de Dios había arrostrado quedó completamente quebrantada».,"{""cierra las palabras"": ""«cierra las palabras» procede de 58, PR44, párrafo 2, no del espacio exacto solicitado."", ""pues esos escritos"": ""«pues esos escritos» procede de 58, PR44, párrafo 2, no del espacio exacto solicitado."", ""debían quedar sellados"": ""«debían quedar sellados» procede de 58, PR44, párrafo 2, no del espacio exacto solicitado.""}",La perversa oposición que el siervo de Dios había arrostrado quedó completamente quebrantada,close_detail,True,verified,,
PR44-0540,PR44-P057-S05-02-F01,PR44-P057-S05-02-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR44,"57, PR44, párrafo 5","“Daniel fué prosperado durante el reinado de Darío, y durante el reinado de Ciro, Persa.",true_false,medium,"liberación, acusadores y proclamación de Darío",Daniel fué prosperado durante el reinado de Darío y durante el reinado de Ciro,"Según 57, PR44, párrafo 5, en la escena sobre liberación, acusadores y proclamación de Darío, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «Nabucodonosor». Afirmación: «“Daniel fué prosperado durante el reinado de ⟦Nabucodonosor⟧, y durante el reinado de Ciro, Persa.»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,"Solo se alteró «Darío» por «Nabucodonosor». La corrección exacta es: «“Daniel fué prosperado durante el reinado de Darío, y durante el reinado de Ciro, Persa.»","{""Verdadero"": ""El pasaje dice «Darío», no «Nabucodonosor».""}","prosperado durante el reinado de Darío, y durante el reinado de Ciro, Persa",close_detail,False,verified,Nabucodonosor,"“Daniel fué prosperado durante el reinado de Darío, y durante el reinado de Ciro, Persa."
PR44-0541,PR44-P057-S05-03-F01,PR44-P057-S05-03-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR44,"57, PR44, párrafo 5","Y por haberle tratado, esos monarcas paganos se vieron obligados a reconocer que su Dios era “el Dios viviente y permanente por todos los siglos, y su reino tal que no será deshecho.”",fill_blank,hard,"liberación, acusadores y proclamación de Darío",Y por haberle tratado esos monarcas paganos se vieron obligados a reconocer que su,"Según 57, PR44, párrafo 5, en la escena sobre liberación, acusadores y proclamación de Darío, complete con la expresión exacta del PDF: «Y por haberle tratado, esos monarcas paganos se _____ obligados a reconocer que su Dios era “el Dios viviente y permanente por todos los siglos, y su reino tal que no será deshecho.”»","[""vieron"", ""reveló"", ""perdieron"", ""miraba""]",0,vieron,"[""vieron""]",exact_text,"La expresión omitida es «vieron»; el respaldo breve dice: «tratado, esos monarcas paganos se vieron obligados a reconocer que su Dios era».","{""reveló"": ""«reveló» procede de 40, PR41, párrafo 5, no del espacio exacto solicitado."", ""perdieron"": ""«perdieron» procede de 40, PR41, párrafo 5, no del espacio exacto solicitado."", ""miraba"": ""«miraba» procede de 40, PR41, párrafo 6, no del espacio exacto solicitado.""}","tratado, esos monarcas paganos se vieron obligados a reconocer que su Dios era",close_detail,False,verified,,
PR44-0542,PR44-P057-S06-01-F01,PR44-P057-S06-01-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR44,"57, PR44, párrafo 6","Del relato de cómo fué librado Daniel, podemos aprender que en los momentos de prueba y lobreguez, los hijos de Dios deben ser precisamente lo que eran cuando las perspectivas eran halagüeñas y cuanto los rodeaba era todo lo que podían desear.",true_false,expert,"liberación, acusadores y proclamación de Darío",Del relato de cómo fué librado Daniel podemos aprender que en los momentos de,"Según 57, PR44, párrafo 6, en la escena sobre liberación, acusadores y proclamación de Darío, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «Daniel». Afirmación: «Del relato de cómo fué librado ⟦Daniel⟧, podemos aprender que en los momentos de prueba y lobreguez, los hijos de Dios deben ser precisamente lo que eran cuando las perspectivas eran halagüeñas y cuanto los rodeaba era todo lo que podían desear.»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,"El detalle marcado coincide con el PDF: «relato de cómo fué librado Daniel, podemos aprender que en los momentos de».","{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}","relato de cómo fué librado Daniel, podemos aprender que en los momentos de",close_detail,False,verified,,
